X, Y, Z, Thresh, Prec, Max, Min, Total Steps 
-81, 23, -160, 133, 47, 511, -245, 18
-105, 31, -59, 133, 47, 511, -245, 18
-157, 44, 120, 133, 47, 511, -245, 18
-217, 52, 292, 133, 47, 511, -245, 18
-261, 62, 435, 133, 47, 511, -245, 18
-265, 85, 511, 133, 47, 511, -245, 18
-211, 113, 505, 133, 47, 511, -245, 18
-130, 152, 452, 133, 47, 511, -245, 18
-44, 179, 386, 133, 47, 511, -245, 18
27, 171, 302, 133, 47, 511, -245, 18
73, 146, 206, 133, 47, 511, -245, 18
97, 123, 144, 133, 47, 511, -245, 18
103, 97, 93, 133, 47, 511, -245, 18
102, 83, 63, 133, 47, 511, -245, 18
100, 74, 47, 133, 47, 511, -245, 18
103, 60, 36, 133, 47, 511, -245, 18
92, 70, 55, 133, 47, 511, -245, 18
111, 58, 38, 133, 47, 511, -245, 18
126, 41, 9, 133, 47, 511, -245, 18
99, -9, 113, 174, 42, 511, -162, 28
73, -19, 226, 174, 42, 511, -162, 28
46, -19, 339, 174, 42, 511, -162, 28
13, -23, 431, 174, 42, 511, -162, 28
-55, -29, 479, 174, 42, 511, -162, 28
-157, -39, 496, 174, 42, 511, -162, 28
-258, -71, 501, 174, 42, 511, -162, 28
-317, -87, 453, 174, 42, 511, -162, 28
-312, -85, 373, 174, 42, 511, -162, 28
-252, -69, 281, 174, 42, 511, -162, 28
-176, -34, 190, 174, 42, 511, -162, 28
-119, -13, 143, 174, 42, 511, -162, 28
-78, -26, 114, 174, 42, 511, -162, 28
-51, -70, 97, 174, 42, 511, -162, 28
-38, -118, 93, 174, 42, 511, -162, 28
-33, -140, 100, 174, 42, 511, -162, 28
-32, -129, 110, 174, 42, 511, -162, 28
-29, -95, 107, 174, 42, 511, -162, 28
-24, -61, 80, 174, 42, 511, -162, 28
-25, -42, 34, 174, 42, 511, -162, 28
-35, -31, -4, 174, 42, 511, -162, 28
-58, -14, -11, 174, 42, 511, -162, 28
-98, 8, 15, 174, 42, 511, -162, 28
-145, 17, 63, 174, 42, 511, -162, 28
-177, 13, 129, 174, 42, 511, -162, 28
-209, 8, 210, 174, 42, 511, -162, 28
-234, 6, 306, 174, 42, 511, -162, 28
-250, 19, 399, 174, 42, 511, -162, 28
-266, 42, 469, 174, 42, 511, -162, 28
-255, 59, 506, 174, 42, 511, -162, 28
-215, 67, 470, 174, 42, 511, -162, 28
-160, 75, 405, 174, 42, 511, -162, 28
-98, 87, 333, 174, 42, 511, -162, 28
-47, 91, 260, 174, 42, 511, -162, 28
-11, 90, 237, 174, 42, 511, -162, 28
23, 78, 221, 174, 42, 511, -162, 28
58, 57, 186, 174, 42, 511, -162, 28
98, 43, 135, 174, 42, 511, -162, 28
142, 28, 66, 174, 42, 511, -162, 28
176, 16, 22, 174, 42, 511, -162, 28
195, 5, 20, 174, 42, 511, -162, 28
195, -4, 45, 174, 42, 511, -162, 28
185, -7, 92, 174, 42, 511, -162, 28
179, -6, 157, 174, 42, 511, -162, 28
170, -13, 241, 174, 42, 511, -162, 28
153, -27, 339, 174, 42, 511, -162, 28
127, -38, 426, 174, 42, 511, -162, 28
77, -64, 486, 174, 42, 511, -162, 28
9, -84, 511, 174, 42, 511, -162, 28
-52, -89, 480, 174, 42, 511, -162, 28
-91, -79, 421, 174, 42, 511, -162, 28
-99, -51, 339, 174, 42, 511, -162, 28
-78, -28, 236, 174, 42, 511, -162, 28
-50, -31, 147, 174, 42, 511, -162, 28
-34, -58, 79, 174, 42, 511, -162, 28
-37, -81, 28, 174, 42, 511, -162, 28
-47, -81, -5, 174, 42, 511, -162, 28
-65, -55, -18, 174, 42, 511, -162, 28
-86, -12, -26, 174, 42, 511, -162, 28
-106, 30, -35, 174, 42, 511, -162, 28
-127, 55, -38, 174, 42, 511, -162, 28
-143, 52, -27, 174, 42, 511, -162, 28
-153, 24, 11, 174, 42, 511, -162, 28
-162, -12, 83, 174, 42, 511, -162, 28
-179, -36, 185, 174, 42, 511, -162, 28
-174, -32, 307, 174, 42, 511, -162, 28
-164, -8, 404, 174, 42, 511, -162, 28
-153, 16, 474, 174, 42, 511, -162, 28
-132, 35, 511, 174, 42, 511, -162, 28
-112, 38, 511, 174, 42, 511, -162, 28
-80, 27, 470, 174, 42, 511, -162, 28
-40, 21, 408, 174, 42, 511, -162, 28
5, 20, 328, 174, 42, 511, -162, 28
36, 26, 226, 174, 42, 511, -162, 28
45, 54, 165, 174, 42, 511, -162, 28
51, 80, 120, 174, 42, 511, -162, 28
57, 90, 89, 174, 42, 511, -162, 28
68, 86, 79, 174, 42, 511, -162, 28
89, 69, 76, 174, 42, 511, -162, 28
113, 57, 91, 174, 42, 511, -162, 28
145, 41, 117, 174, 42, 511, -162, 28
174, 19, 174, 174, 42, 511, -162, 28
187, -2, 258, 174, 42, 511, -162, 28
181, -21, 351, 174, 42, 511, -162, 28
152, -39, 432, 174, 42, 511, -162, 28
99, -49, 488, 174, 42, 511, -162, 28
29, -56, 508, 174, 42, 511, -162, 28
-62, -56, 508, 174, 42, 511, -162, 28
-147, -33, 496, 174, 42, 511, -162, 28
-201, 5, 463, 174, 42, 511, -162, 28
-210, 33, 408, 174, 42, 511, -162, 28
-169, 47, 335, 174, 42, 511, -162, 28
-113, 49, 259, 174, 42, 511, -162, 28
-59, 46, 185, 174, 42, 511, -162, 28
-19, 43, 120, 174, 42, 511, -162, 28
2, 26, 66, 174, 42, 511, -162, 28
7, -9, 21, 174, 42, 511, -162, 28
-6, -51, -13, 174, 42, 511, -162, 28
-34, -83, -35, 174, 42, 511, -162, 28
-68, -97, -46, 174, 42, 511, -162, 28
-99, -91, -54, 174, 42, 511, -162, 28
-127, -75, -67, 174, 42, 511, -162, 28
-151, -58, -84, 174, 42, 511, -162, 28
-172, -41, -83, 174, 42, 511, -162, 28
-206, -15, -29, 174, 42, 511, -162, 28
-243, 20, 122, 174, 42, 511, -162, 28
-256, 54, 280, 174, 42, 511, -162, 28
-256, 112, 417, 174, 42, 511, -162, 28
-249, 167, 507, 174, 42, 511, -162, 28
-227, 195, 511, 174, 42, 511, -162, 28
-197, 199, 498, 174, 42, 511, -162, 28
-156, 171, 431, 174, 42, 511, -162, 28
-96, 135, 337, 174, 42, 511, -162, 28
-31, 118, 231, 174, 42, 511, -162, 28
10, 111, 127, 174, 42, 511, -162, 28
28, 101, 75, 174, 42, 511, -162, 28
32, 85, 47, 174, 42, 511, -162, 28
30, 63, 31, 174, 42, 511, -162, 28
38, 45, 29, 174, 42, 511, -162, 28
58, 28, 35, 174, 42, 511, -162, 28
87, 10, 50, 174, 42, 511, -162, 28
127, -4, 75, 174, 42, 511, -162, 28
169, -12, 124, 174, 42, 511, -162, 28
203, -8, 198, 174, 42, 511, -162, 28
219, 2, 283, 174, 42, 511, -162, 28
215, 1, 363, 174, 42, 511, -162, 28
196, -14, 418, 174, 42, 511, -162, 28
134, -56, 456, 174, 42, 511, -162, 28
-3, -96, 479, 174, 42, 511, -162, 28
-177, -124, 497, 174, 42, 511, -162, 28
-345, -116, 491, 174, 42, 511, -162, 28
-443, -68, 451, 174, 42, 511, -162, 28
-415, -30, 379, 174, 42, 511, -162, 28
-322, 3, 285, 174, 42, 511, -162, 28
-214, 20, 198, 174, 42, 511, -162, 28
-127, 18, 123, 174, 42, 511, -162, 28
-81, 18, 77, 174, 42, 511, -162, 28
-68, 16, 62, 174, 42, 511, -162, 28
-73, 9, 59, 174, 42, 511, -162, 28
-90, 1, 41, 174, 42, 511, -162, 28
-103, 3, 2, 174, 42, 511, -162, 28
-103, 13, -54, 174, 42, 511, -162, 28
-101, 17, -111, 174, 42, 511, -162, 28
-106, 12, -130, 174, 42, 511, -162, 28
-129, -6, -102, 174, 42, 511, -162, 28
-158, -28, -36, 174, 42, 511, -162, 28
-181, -34, 56, 174, 42, 511, -162, 28
-180, -25, 169, 174, 42, 511, -162, 28
-154, -6, 289, 174, 42, 511, -162, 28
-122, -4, 389, 174, 42, 511, -162, 28
-80, -19, 463, 174, 42, 511, -162, 28
-34, -21, 502, 174, 42, 511, -162, 28
-1, -1, 503, 174, 42, 511, -162, 28
23, 57, 455, 174, 42, 511, -162, 28
28, 136, 374, 174, 42, 511, -162, 28
21, 194, 276, 174, 42, 511, -162, 28
16, 210, 180, 174, 42, 511, -162, 28
16, 189, 126, 174, 42, 511, -162, 28
19, 141, 103, 174, 42, 511, -162, 28
20, 89, 95, 174, 42, 511, -162, 28
29, 51, 93, 174, 42, 511, -162, 28
44, 28, 100, 174, 42, 511, -162, 28
63, 16, 125, 174, 42, 511, -162, 28
88, 8, 164, 174, 42, 511, -162, 28
98, 1, 212, 174, 42, 511, -162, 28
98, -4, 272, 174, 42, 511, -162, 28
92, -5, 339, 174, 42, 511, -162, 28
90, -5, 407, 174, 42, 511, -162, 28
91, -7, 464, 174, 42, 511, -162, 28
72, -15, 498, 174, 42, 511, -162, 28
16, -42, 511, 174, 42, 511, -162, 28
-86, -78, 511, 174, 42, 511, -162, 28
-197, -102, 494, 174, 42, 511, -162, 28
-268, -104, 424, 174, 42, 511, -162, 28
-270, -84, 317, 174, 42, 511, -162, 28
-221, -58, 186, 174, 42, 511, -162, 28
-148, -46, 59, 174, 42, 511, -162, 28
-88, -53, -24, 174, 42, 511, -162, 28
-64, -71, -71, 174, 42, 511, -162, 28
-60, -86, -86, 174, 42, 511, -162, 28
-68, -90, -86, 174, 42, 511, -162, 28
-79, -81, -79, 174, 42, 511, -162, 28
-80, -59, -82, 174, 42, 511, -162, 28
-74, -25, -104, 174, 42, 511, -162, 28
-71, 13, -137, 174, 42, 511, -162, 28
-82, 42, -162, 174, 42, 511, -162, 28
-108, 42, -154, 174, 42, 511, -162, 28
-149, 17, -73, 174, 42, 511, -162, 28
-199, -14, 80, 174, 42, 511, -162, 28
-258, -36, 253, 174, 42, 511, -162, 28
-292, -32, 402, 174, 42, 511, -162, 28
-301, -18, 488, 174, 42, 511, -162, 28
-275, -35, 511, 174, 42, 511, -162, 28
-208, -42, 511, 174, 42, 511, -162, 28
-145, -37, 489, 174, 42, 511, -162, 28
-88, -12, 419, 174, 42, 511, -162, 28
-45, 53, 329, 174, 42, 511, -162, 28
-53, 29, 423, 174, 42, 511, -162, 28
-33, 90, 232, 174, 42, 511, -162, 28
-6, 149, 152, 174, 42, 511, -162, 28
39, 107, 51, 135, 46, 511, -240, 37
52, 80, 34, 135, 46, 511, -240, 37
68, 59, 31, 135, 46, 511, -240, 37
91, 44, 39, 135, 46, 511, -240, 37
123, 31, 60, 135, 46, 511, -240, 37
163, 25, 108, 135, 46, 511, -240, 37
200, 21, 188, 135, 46, 511, -240, 37
212, 12, 292, 135, 46, 511, -240, 37
184, 2, 393, 135, 46, 511, -240, 37
106, -1, 463, 135, 46, 511, -240, 37
18, 5, 501, 135, 46, 511, -240, 37
-66, 12, 511, 135, 46, 511, -240, 37
-143, 15, 490, 135, 46, 511, -240, 37
-210, -10, 481, 135, 46, 511, -240, 37
-266, -65, 467, 135, 46, 511, -240, 37
-288, -120, 424, 135, 46, 511, -240, 37
-262, -155, 368, 135, 46, 511, -240, 37
-199, -160, 274, 135, 46, 511, -240, 37
-131, -133, 168, 135, 46, 511, -240, 37
-82, -94, 83, 135, 46, 511, -240, 37
-57, -67, 34, 135, 46, 511, -240, 37
-45, -54, 17, 135, 46, 511, -240, 37
-51, -50, 15, 135, 46, 511, -240, 37
-61, -44, 16, 135, 46, 511, -240, 37
-75, -39, 2, 135, 46, 511, -240, 37
-94, -30, -30, 135, 46, 511, -240, 37
-109, -18, -65, 135, 46, 511, -240, 37
-128, -17, -84, 135, 46, 511, -240, 37
-147, -18, -60, 135, 46, 511, -240, 37
-162, -14, 0, 135, 46, 511, -240, 37
-180, 0, 99, 135, 46, 511, -240, 37
-187, 32, 229, 135, 46, 511, -240, 37
-192, 68, 345, 135, 46, 511, -240, 37
-190, 86, 437, 135, 46, 511, -240, 37
-159, 89, 495, 135, 46, 511, -240, 37
-114, 76, 497, 135, 46, 511, -240, 37
-53, 65, 442, 135, 46, 511, -240, 37
9, 73, 364, 135, 46, 511, -240, 37
58, 87, 264, 135, 46, 511, -240, 37
80, 96, 162, 135, 46, 511, -240, 37
105, 106, 101, 135, 46, 511, -240, 37
110, 88, 66, 135, 46, 511, -240, 37
109, 57, 55, 135, 46, 511, -240, 37
118, 35, 65, 135, 46, 511, -240, 37
108, 13, 85, 135, 46, 511, -240, 37
113, 9, 117, 135, 46, 511, -240, 37
122, 11, 163, 135, 46, 511, -240, 37
129, 4, 212, 135, 46, 511, -240, 37
138, -14, 244, 135, 46, 511, -240, 37
147, -32, 269, 135, 46, 511, -240, 37
152, -51, 308, 135, 46, 511, -240, 37
146, -92, 344, 135, 46, 511, -240, 37
111, -149, 404, 135, 46, 511, -240, 37
14, -179, 459, 135, 46, 511, -240, 37
-126, -153, 485, 135, 46, 511, -240, 37
-244, -60, 508, 135, 46, 511, -240, 37
-299, 49, 490, 135, 46, 511, -240, 37
-275, 104, 433, 135, 46, 511, -240, 37
-194, 91, 348, 135, 46, 511, -240, 37
-120, 32, 250, 135, 46, 511, -240, 37
-79, -17, 166, 135, 46, 511, -240, 37
-62, -32, 102, 135, 46, 511, -240, 37
-62, -24, 38, 135, 46, 511, -240, 37
-77, -5, -33, 135, 46, 511, -240, 37
-102, 8, -93, 135, 46, 511, -240, 37
-136, 12, -131, 135, 46, 511, -240, 37
-174, 13, -159, 135, 46, 511, -240, 37
-218, 8, -181, 135, 46, 511, -240, 37
-253, -13, -195, 135, 46, 511, -240, 37
-264, -60, -182, 135, 46, 511, -240, 37
-250, -137, -104, 135, 46, 511, -240, 37
-212, -204, 87, 135, 46, 511, -240, 37
-175, -194, 265, 135, 46, 511, -240, 37
-149, -96, 411, 135, 46, 511, -240, 37
-133, 51, 511, 135, 46, 511, -240, 37
-115, 183, 511, 135, 46, 511, -240, 37
-85, 241, 488, 135, 46, 511, -240, 37
-50, 218, 430, 135, 46, 511, -240, 37
-11, 158, 355, 135, 46, 511, -240, 37
27, 104, 262, 135, 46, 511, -240, 37
63, 65, 172, 135, 46, 511, -240, 37
95, 40, 101, 135, 46, 511, -240, 37
121, 23, 42, 135, 46, 511, -240, 37
139, 2, 2, 135, 46, 511, -240, 37
150, -13, -14, 135, 46, 511, -240, 37
158, -15, -3, 135, 46, 511, -240, 37
168, -19, 20, 135, 46, 511, -240, 37
177, -35, 49, 135, 46, 511, -240, 37
169, -60, 94, 135, 46, 511, -240, 37
132, -61, 190, 135, 46, 511, -240, 37
98, -41, 302, 135, 46, 511, -240, 37
69, -18, 400, 135, 46, 511, -240, 37
18, 16, 481, 135, 46, 511, -240, 37
-53, 41, 503, 135, 46, 511, -240, 37
-169, 52, 503, 135, 46, 511, -240, 37
-294, 74, 508, 135, 46, 511, -240, 37
-367, 75, 494, 135, 46, 511, -240, 37
-368, 45, 436, 135, 46, 511, -240, 37
-314, 9, 342, 135, 46, 511, -240, 37
-242, -18, 230, 135, 46, 511, -240, 37
-184, -28, 130, 135, 46, 511, -240, 37
-150, -29, 74, 135, 46, 511, -240, 37
-146, -26, 40, 135, 46, 511, -240, 37
-150, -25, 1, 135, 46, 511, -240, 37
-147, -22, -46, 135, 46, 511, -240, 37
-137, -18, -102, 135, 46, 511, -240, 37
-117, -16, -147, 135, 46, 511, -240, 37
-102, -21, -168, 135, 46, 511, -240, 37
-102, -36, -157, 135, 46, 511, -240, 37
-114, -46, -104, 135, 46, 511, -240, 37
-123, -39, -20, 135, 46, 511, -240, 37
-135, -25, 81, 135, 46, 511, -240, 37
-141, -8, 197, 135, 46, 511, -240, 37
-147, 22, 314, 135, 46, 511, -240, 37
-163, 45, 402, 135, 46, 511, -240, 37
-165, 55, 473, 135, 46, 511, -240, 37
-143, 63, 511, 135, 46, 511, -240, 37
-95, 55, 511, 135, 46, 511, -240, 37
-31, 47, 473, 135, 46, 511, -240, 37
27, 56, 408, 135, 46, 511, -240, 37
60, 74, 324, 135, 46, 511, -240, 37
72, 86, 222, 135, 46, 511, -240, 37
72, 90, 144, 135, 46, 511, -240, 37
63, 83, 87, 135, 46, 511, -240, 37
52, 73, 43, 135, 46, 511, -240, 37
49, 67, 14, 135, 46, 511, -240, 37
57, 63, -6, 135, 46, 511, -240, 37
79, 59, -24, 135, 46, 511, -240, 37
109, 53, -28, 135, 46, 511, -240, 37
136, 42, -3, 135, 46, 511, -240, 37
155, 30, 61, 135, 46, 511, -240, 37
169, 16, 161, 135, 46, 511, -240, 37
199, 0, 273, 135, 46, 511, -240, 37
216, -29, 379, 135, 46, 511, -240, 37
164, -60, 452, 135, 46, 511, -240, 37
55, -85, 492, 135, 46, 511, -240, 37
-99, -114, 511, 135, 46, 511, -240, 37
-240, -123, 511, 135, 46, 511, -240, 37
-290, -129, 473, 135, 46, 511, -240, 37
-263, -135, 394, 135, 46, 511, -240, 37
-194, -123, 293, 135, 46, 511, -240, 37
-117, -108, 185, 135, 46, 511, -240, 37
-57, -94, 116, 135, 46, 511, -240, 37
-27, -84, 87, 135, 46, 511, -240, 37
-18, -88, 73, 135, 46, 511, -240, 37
-19, -91, 57, 135, 46, 511, -240, 37
-26, -82, 26, 135, 46, 511, -240, 37
-34, -62, -18, 135, 46, 511, -240, 37
-44, -31, -75, 135, 46, 511, -240, 37
-61, -3, -136, 135, 46, 511, -240, 37
-71, 8, -186, 135, 46, 511, -240, 37
-82, -1, -221, 135, 46, 511, -240, 37
-100, -14, -240, 135, 46, 511, -240, 37
-138, -30, -224, 135, 46, 511, -240, 37
-205, -33, -129, 135, 46, 511, -240, 37
-269, -23, 58, 135, 46, 511, -240, 37
-309, -53, 248, 135, 46, 511, -240, 37
-312, -75, 418, 135, 46, 511, -240, 37
-266, -55, 511, 135, 46, 511, -240, 37
-200, -10, 511, 135, 46, 511, -240, 37
-147, 68, 450, 135, 46, 511, -240, 37
-100, 129, 374, 135, 46, 511, -240, 37
-68, 140, 289, 135, 46, 511, -240, 37
-59, 129, 187, 135, 46, 511, -240, 37
-31, 121, 129, 135, 46, 511, -240, 37
3, 108, 79, 135, 46, 511, -240, 37
40, 75, 36, 135, 46, 511, -240, 37
100, 31, 22, 135, 46, 511, -240, 37
158, 0, 57, 135, 46, 511, -240, 37
222, -2, 120, 135, 46, 511, -240, 37
289, 19, 199, 135, 46, 511, -240, 37
334, 38, 273, 135, 46, 511, -240, 37
350, 35, 311, 135, 46, 511, -240, 37
327, 14, 323, 135, 46, 511, -240, 37
266, -15, 340, 135, 46, 511, -240, 37
191, -50, 382, 135, 46, 511, -240, 37
91, -97, 427, 135, 46, 511, -240, 37
-32, -134, 480, 135, 46, 511, -240, 37
-158, -168, 511, 135, 46, 511, -240, 37
-273, -199, 511, 135, 46, 511, -240, 37
-316, -210, 511, 135, 46, 511, -240, 37
-284, -206, 469, 135, 46, 511, -240, 37
-218, -176, 386, 135, 46, 511, -240, 37
-139, -122, 282, 135, 46, 511, -240, 37
-87, -70, 176, 135, 46, 511, -240, 37
-66, -49, 109, 135, 46, 511, -240, 37
-59, -66, 76, 135, 46, 511, -240, 37
-64, -97, 44, 135, 46, 511, -240, 37
-78, -121, -9, 135, 46, 511, -240, 37
-93, -122, -76, 135, 46, 511, -240, 37
-98, -104, -143, 135, 46, 511, -240, 37
-93, -81, -197, 135, 46, 511, -240, 37
-89, -64, -228, 135, 46, 511, -240, 37
-94, -64, -233, 135, 46, 511, -240, 37
-110, -69, -209, 135, 46, 511, -240, 37
-151, -66, -160, 135, 46, 511, -240, 37
-207, -46, -70, 135, 46, 511, -240, 37
-149, -82, -130, 135, 46, 511, -240, 37
-238, -34, -54, 135, 46, 511, -240, 37
-314, 21, 114, 135, 46, 511, -240, 37
-412, -133, 472, 178, 41, 511, -154, 46
-333, -125, 511, 178, 41, 511, -154, 46
-185, -72, 508, 178, 41, 511, -154, 46
-14, 6, 473, 178, 41, 511, -154, 46
98, 64, 424, 178, 41, 511, -154, 46
165, 70, 363, 178, 41, 511, -154, 46
181, 55, 280, 178, 41, 511, -154, 46
168, 45, 210, 178, 41, 511, -154, 46
162, 66, 147, 178, 41, 511, -154, 46
149, 89, 86, 178, 41, 511, -154, 46
159, 118, 49, 178, 41, 511, -154, 46
172, 131, 37, 178, 41, 511, -154, 46
170, 115, 43, 178, 41, 511, -154, 46
167, 96, 92, 178, 41, 511, -154, 46
151, 72, 166, 178, 41, 511, -154, 46
127, 46, 253, 178, 41, 511, -154, 46
103, 28, 358, 178, 41, 511, -154, 46
88, 6, 430, 178, 41, 511, -154, 46
70, -5, 478, 178, 41, 511, -154, 46
17, -8, 509, 178, 41, 511, -154, 46
-87, -6, 511, 178, 41, 511, -154, 46
-214, 3, 511, 178, 41, 511, -154, 46
-312, -3, 511, 178, 41, 511, -154, 46
-337, -19, 445, 178, 41, 511, -154, 46
-291, -37, 331, 178, 41, 511, -154, 46
-207, -56, 203, 178, 41, 511, -154, 46
-144, -76, 75, 178, 41, 511, -154, 46
-117, -98, 1, 178, 41, 511, -154, 46
-102, -119, -38, 178, 41, 511, -154, 46
-97, -130, -74, 178, 41, 511, -154, 46
-94, -124, -111, 178, 41, 511, -154, 46
-89, -104, -139, 178, 41, 511, -154, 46
-89, -83, -153, 178, 41, 511, -154, 46
-98, -70, -154, 178, 41, 511, -154, 46
-111, -66, -137, 178, 41, 511, -154, 46
-127, -68, -101, 178, 41, 511, -154, 46
-145, -58, -39, 178, 41, 511, -154, 46
-169, -30, 42, 178, 41, 511, -154, 46
-190, 21, 170, 178, 41, 511, -154, 46
-192, 82, 302, 178, 41, 511, -154, 46
-191, 125, 408, 178, 41, 511, -154, 46
-184, 150, 489, 178, 41, 511, -154, 46
-162, 155, 511, 178, 41, 511, -154, 46
-131, 152, 510, 178, 41, 511, -154, 46
-82, 150, 462, 178, 41, 511, -154, 46
-22, 124, 391, 178, 41, 511, -154, 46
25, 86, 339, 178, 41, 511, -154, 46
42, 28, 306, 178, 41, 511, -154, 46
59, -9, 314, 178, 41, 511, -154, 46
64, -21, 308, 178, 41, 511, -154, 46
74, -7, 253, 178, 41, 511, -154, 46
95, 25, 166, 178, 41, 511, -154, 46
105, 33, 99, 178, 41, 511, -154, 46
124, 34, 96, 178, 41, 511, -154, 46
138, 16, 151, 178, 41, 511, -154, 46
153, -8, 232, 178, 41, 511, -154, 46
160, -28, 297, 178, 41, 511, -154, 46
165, -33, 336, 178, 41, 511, -154, 46
169, -28, 373, 178, 41, 511, -154, 46
150, -27, 412, 178, 41, 511, -154, 46
110, -23, 454, 178, 41, 511, -154, 46
49, -18, 496, 178, 41, 511, -154, 46
-30, -11, 511, 178, 41, 511, -154, 46
-99, 9, 499, 178, 41, 511, -154, 46
-147, 20, 450, 178, 41, 511, -154, 46
-171, 19, 370, 178, 41, 511, -154, 46
-170, 11, 281, 178, 41, 511, -154, 46
-150, 3, 198, 178, 41, 511, -154, 46
-116, -4, 140, 178, 41, 511, -154, 46
-85, -12, 100, 178, 41, 511, -154, 46
-62, -26, 58, 178, 41, 511, -154, 46
-49, -42, 12, 178, 41, 511, -154, 46
-45, -53, -23, 178, 41, 511, -154, 46
-45, -59, -39, 178, 41, 511, -154, 46
-46, -60, -34, 178, 41, 511, -154, 46
-53, -63, -19, 178, 41, 511, -154, 46
-69, -66, -7, 178, 41, 511, -154, 46
-87, -68, 0, 178, 41, 511, -154, 46
-112, -61, -1, 178, 41, 511, -154, 46
-140, -49, 19, 178, 41, 511, -154, 46
-165, -35, 90, 178, 41, 511, -154, 46
-203, -23, 220, 178, 41, 511, -154, 46
-234, -13, 347, 178, 41, 511, -154, 46
-244, -1, 452, 178, 41, 511, -154, 46
-224, 17, 511, 178, 41, 511, -154, 46
-165, 46, 502, 178, 41, 511, -154, 46
-85, 78, 476, 178, 41, 511, -154, 46
-12, 103, 431, 178, 41, 511, -154, 46
37, 120, 375, 178, 41, 511, -154, 46
57, 131, 315, 178, 41, 511, -154, 46
53, 128, 251, 178, 41, 511, -154, 46
62, 115, 198, 178, 41, 511, -154, 46
74, 98, 148, 178, 41, 511, -154, 46
90, 75, 103, 178, 41, 511, -154, 46
114, 60, 68, 178, 41, 511, -154, 46
121, 61, 40, 178, 41, 511, -154, 46
119, 63, 37, 178, 41, 511, -154, 46
111, 58, 72, 178, 41, 511, -154, 46
100, 49, 146, 178, 41, 511, -154, 46
87, 40, 255, 178, 41, 511, -154, 46
79, 36, 364, 178, 41, 511, -154, 46
57, 33, 443, 178, 41, 511, -154, 46
8, 34, 493, 178, 41, 511, -154, 46
-72, 13, 511, 178, 41, 511, -154, 46
-159, -21, 511, 178, 41, 511, -154, 46
-216, -55, 511, 178, 41, 511, -154, 46
-225, -90, 461, 178, 41, 511, -154, 46
-192, -108, 371, 178, 41, 511, -154, 46
-140, -110, 261, 178, 41, 511, -154, 46
-94, -105, 146, 178, 41, 511, -154, 46
-63, -100, 76, 178, 41, 511, -154, 46
-42, -96, 39, 178, 41, 511, -154, 46
-29, -96, 11, 178, 41, 511, -154, 46
-21, -95, -20, 178, 41, 511, -154, 46
-18, -86, -55, 178, 41, 511, -154, 46
-17, -69, -88, 178, 41, 511, -154, 46
-21, -50, -114, 178, 41, 511, -154, 46
-31, -32, -128, 178, 41, 511, -154, 46
-49, -22, -125, 178, 41, 511, -154, 46
-73, -26, -112, 178, 41, 511, -154, 46
-99, -20, -95, 178, 41, 511, -154, 46
-128, 4, -64, 178, 41, 511, -154, 46
-169, 46, 88, 178, 41, 511, -154, 46
-207, 94, 235, 178, 41, 511, -154, 46
-236, 111, 382, 178, 41, 511, -154, 46
-237, 119, 511, 178, 41, 511, -154, 46
-190, 124, 511, 178, 41, 511, -154, 46
-128, 129, 461, 178, 41, 511, -154, 46
-69, 146, 382, 178, 41, 511, -154, 46
-29, 147, 287, 178, 41, 511, -154, 46
-9, 128, 181, 178, 41, 511, -154, 46
5, 103, 116, 178, 41, 511, -154, 46
24, 79, 76, 178, 41, 511, -154, 46
50, 58, 52, 178, 41, 511, -154, 46
79, 37, 42, 178, 41, 511, -154, 46
112, 17, 44, 178, 41, 511, -154, 46
151, 4, 61, 178, 41, 511, -154, 46
194, -7, 86, 178, 41, 511, -154, 46
230, -20, 123, 178, 41, 511, -154, 46
235, -54, 180, 178, 41, 511, -154, 46
191, -87, 256, 178, 41, 511, -154, 46
104, -99, 349, 178, 41, 511, -154, 46
-14, -81, 429, 178, 41, 511, -154, 46
-131, -27, 485, 178, 41, 511, -154, 46
-220, 23, 511, 178, 41, 511, -154, 46
-290, 32, 507, 178, 41, 511, -154, 46
-327, 3, 473, 178, 41, 511, -154, 46
-319, -34, 414, 178, 41, 511, -154, 46
-284, -59, 329, 178, 41, 511, -154, 46
-228, -61, 233, 178, 41, 511, -154, 46
-163, -42, 159, 178, 41, 511, -154, 46
-110, -33, 109, 178, 41, 511, -154, 46
-69, -44, 78, 178, 41, 511, -154, 46
-37, -65, 52, 178, 41, 511, -154, 46
-21, -89, 24, 178, 41, 511, -154, 46
-24, -99, -13, 178, 41, 511, -154, 46
-42, -87, -55, 178, 41, 511, -154, 46
-60, -56, -92, 178, 41, 511, -154, 46
-80, -17, -116, 178, 41, 511, -154, 46
-99, 19, -114, 178, 41, 511, -154, 46
-122, 44, -73, 178, 41, 511, -154, 46
-146, 60, -2, 178, 41, 511, -154, 46
-174, 70, 87, 178, 41, 511, -154, 46
-188, 77, 201, 178, 41, 511, -154, 46
-187, 85, 317, 178, 41, 511, -154, 46
-189, 77, 408, 178, 41, 511, -154, 46
-186, 62, 478, 178, 41, 511, -154, 46
-173, 58, 511, 178, 41, 511, -154, 46
-152, 58, 475, 178, 41, 511, -154, 46
-118, 76, 394, 178, 41, 511, -154, 46
-66, 96, 297, 178, 41, 511, -154, 46
