X, Y, Z, Thresh, Prec, Max, Min, Total Steps 
-18, 96, 190, 178, 41, 511, -154, 46
19, 78, 104, 178, 41, 511, -154, 46
63, 58, 66, 178, 41, 511, -154, 46
99, 31, 42, 178, 41, 511, -154, 46
117, 9, 23, 178, 41, 511, -154, 46
146, 2, 17, 178, 41, 511, -154, 46
168, -11, 8, 178, 41, 511, -154, 46
182, -18, 13, 178, 41, 511, -154, 46
195, -21, 39, 178, 41, 511, -154, 46
180, -31, 87, 178, 41, 511, -154, 46
155, -20, 180, 178, 41, 511, -154, 46
124, -1, 296, 178, 41, 511, -154, 46
102, 7, 395, 178, 41, 511, -154, 46
78, 21, 475, 178, 41, 511, -154, 46
43, 23, 511, 178, 41, 511, -154, 46
10, 0, 511, 178, 41, 511, -154, 46
-34, -25, 510, 178, 41, 511, -154, 46
-70, -58, 466, 178, 41, 511, -154, 46
-92, -90, 389, 178, 41, 511, -154, 46
-108, -97, 288, 178, 41, 511, -154, 46
-110, -83, 178, 178, 41, 511, -154, 46
-110, -73, 119, 178, 41, 511, -154, 46
-114, -74, 113, 178, 41, 511, -154, 46
-122, -88, 138, 178, 41, 511, -154, 46
-128, -101, 166, 178, 41, 511, -154, 46
-131, -93, 164, 178, 41, 511, -154, 46
-142, -125, 206, 178, 41, 511, -154, 46
-120, -99, 176, 178, 41, 511, -154, 46
-129, -43, 96, 178, 41, 511, -154, 46
-146, -7, -74, 115, 49, 511, -281, 54
-141, -19, -122, 115, 49, 511, -281, 54
-145, -34, -159, 115, 49, 511, -281, 54
-171, -40, -199, 115, 49, 511, -281, 54
-217, -44, -216, 115, 49, 511, -281, 54
-289, -44, -91, 115, 49, 511, -281, 54
-361, -45, 87, 115, 49, 511, -281, 54
-410, -26, 282, 115, 49, 511, -281, 54
-405, 18, 462, 115, 49, 511, -281, 54
-326, 65, 511, 115, 49, 511, -281, 54
-213, 115, 489, 115, 49, 511, -281, 54
-98, 139, 424, 115, 49, 511, -281, 54
-8, 138, 360, 115, 49, 511, -281, 54
41, 133, 292, 115, 49, 511, -281, 54
65, 125, 236, 115, 49, 511, -281, 54
92, 111, 216, 115, 49, 511, -281, 54
120, 95, 184, 115, 49, 511, -281, 54
149, 79, 145, 115, 49, 511, -281, 54
179, 69, 111, 115, 49, 511, -281, 54
194, 66, 94, 115, 49, 511, -281, 54
195, 70, 105, 115, 49, 511, -281, 54
183, 61, 131, 115, 49, 511, -281, 54
161, 27, 164, 115, 49, 511, -281, 54
138, -25, 205, 115, 49, 511, -281, 54
122, -83, 254, 115, 49, 511, -281, 54
124, -129, 315, 115, 49, 511, -281, 54
116, -179, 387, 115, 49, 511, -281, 54
67, -224, 449, 115, 49, 511, -281, 54
-49, -263, 484, 115, 49, 511, -281, 54
-207, -274, 505, 115, 49, 511, -281, 54
-308, -235, 488, 115, 49, 511, -281, 54
-331, -168, 418, 115, 49, 511, -281, 54
-274, -92, 331, 115, 49, 511, -281, 54
-176, -37, 231, 115, 49, 511, -281, 54
-107, -11, 144, 115, 49, 511, -281, 54
-64, -16, 102, 115, 49, 511, -281, 54
-36, -46, 73, 115, 49, 511, -281, 54
-32, -85, 44, 115, 49, 511, -281, 54
-49, -103, -1, 115, 49, 511, -281, 54
-76, -79, -78, 115, 49, 511, -281, 54
-101, -30, -160, 115, 49, 511, -281, 54
-116, 11, -226, 115, 49, 511, -281, 54
-135, 17, -258, 115, 49, 511, -281, 54
-155, -15, -243, 115, 49, 511, -281, 54
-181, -47, -194, 115, 49, 511, -281, 54
-203, -46, -130, 115, 49, 511, -281, 54
-234, -12, -28, 115, 49, 511, -281, 54
-280, 53, 146, 115, 49, 511, -281, 54
-322, 137, 294, 115, 49, 511, -281, 54
-341, 181, 425, 115, 49, 511, -281, 54
-295, 190, 511, 115, 49, 511, -281, 54
-199, 163, 511, 115, 49, 511, -281, 54
-91, 106, 472, 115, 49, 511, -281, 54
-6, 78, 408, 115, 49, 511, -281, 54
40, 70, 320, 115, 49, 511, -281, 54
64, 78, 219, 115, 49, 511, -281, 54
79, 86, 157, 115, 49, 511, -281, 54
94, 77, 123, 115, 49, 511, -281, 54
114, 64, 115, 115, 49, 511, -281, 54
135, 51, 116, 115, 49, 511, -281, 54
154, 43, 113, 115, 49, 511, -281, 54
165, 45, 100, 115, 49, 511, -281, 54
163, 52, 83, 115, 49, 511, -281, 54
151, 53, 73, 115, 49, 511, -281, 54
129, 44, 85, 115, 49, 511, -281, 54
106, 25, 136, 115, 49, 511, -281, 54
89, 11, 228, 115, 49, 511, -281, 54
67, 7, 338, 115, 49, 511, -281, 54
13, 11, 430, 115, 49, 511, -281, 54
-86, 28, 489, 115, 49, 511, -281, 54
-214, 28, 511, 115, 49, 511, -281, 54
-327, 12, 511, 115, 49, 511, -281, 54
-367, -5, 469, 115, 49, 511, -281, 54
-329, -32, 374, 115, 49, 511, -281, 54
-246, -51, 248, 115, 49, 511, -281, 54
-159, -60, 108, 115, 49, 511, -281, 54
-104, -66, -5, 115, 49, 511, -281, 54
-82, -73, -72, 115, 49, 511, -281, 54
-84, -78, -108, 115, 49, 511, -281, 54
-102, -86, -125, 115, 49, 511, -281, 54
-116, -96, -130, 115, 49, 511, -281, 54
-121, -94, -131, 115, 49, 511, -281, 54
-120, -80, -141, 115, 49, 511, -281, 54
-119, -57, -150, 115, 49, 511, -281, 54
-138, -23, -130, 115, 49, 511, -281, 54
-165, 16, -78, 115, 49, 511, -281, 54
-192, 51, -9, 115, 49, 511, -281, 54
-218, 85, 112, 115, 49, 511, -281, 54
-223, 134, 251, 115, 49, 511, -281, 54
-209, 170, 363, 115, 49, 511, -281, 54
-181, 194, 465, 115, 49, 511, -281, 54
-143, 204, 511, 115, 49, 511, -281, 54
-99, 182, 511, 115, 49, 511, -281, 54
-56, 146, 461, 115, 49, 511, -281, 54
-17, 108, 363, 115, 49, 511, -281, 54
21, 78, 256, 115, 49, 511, -281, 54
40, 61, 168, 115, 49, 511, -281, 54
40, 58, 145, 115, 49, 511, -281, 54
45, 65, 163, 115, 49, 511, -281, 54
55, 56, 179, 115, 49, 511, -281, 54
77, 38, 161, 115, 49, 511, -281, 54
111, 26, 116, 115, 49, 511, -281, 54
140, 15, 78, 115, 49, 511, -281, 54
167, 11, 56, 115, 49, 511, -281, 54
195, 5, 61, 115, 49, 511, -281, 54
214, -12, 88, 115, 49, 511, -281, 54
212, -37, 129, 115, 49, 511, -281, 54
201, -59, 172, 115, 49, 511, -281, 54
190, -70, 208, 115, 49, 511, -281, 54
175, -80, 249, 115, 49, 511, -281, 54
139, -79, 326, 115, 49, 511, -281, 54
80, -61, 396, 115, 49, 511, -281, 54
-21, -36, 462, 115, 49, 511, -281, 54
-128, 5, 511, 115, 49, 511, -281, 54
-190, 41, 473, 115, 49, 511, -281, 54
-205, 51, 389, 115, 49, 511, -281, 54
-169, 45, 284, 115, 49, 511, -281, 54
-116, 23, 168, 115, 49, 511, -281, 54
-83, 1, 82, 115, 49, 511, -281, 54
-82, -9, 39, 115, 49, 511, -281, 54
-96, -18, 9, 115, 49, 511, -281, 54
-117, -29, -19, 115, 49, 511, -281, 54
-131, -35, -53, 115, 49, 511, -281, 54
-130, -30, -95, 115, 49, 511, -281, 54
-129, -13, -136, 115, 49, 511, -281, 54
-131, 6, -165, 115, 49, 511, -281, 54
-139, 14, -165, 115, 49, 511, -281, 54
-152, 9, -134, 115, 49, 511, -281, 54
-169, 8, -85, 115, 49, 511, -281, 54
-193, 20, 13, 115, 49, 511, -281, 54
-210, 50, 170, 115, 49, 511, -281, 54
-208, 72, 309, 115, 49, 511, -281, 54
-162, 62, 436, 115, 49, 511, -281, 54
-89, 41, 511, 115, 49, 511, -281, 54
-10, 25, 511, 115, 49, 511, -281, 54
45, 35, 455, 115, 49, 511, -281, 54
61, 73, 389, 115, 49, 511, -281, 54
62, 110, 336, 115, 49, 511, -281, 54
71, 126, 272, 115, 49, 511, -281, 54
96, 110, 249, 115, 49, 511, -281, 54
132, 77, 220, 115, 49, 511, -281, 54
167, 46, 165, 115, 49, 511, -281, 54
181, 27, 128, 115, 49, 511, -281, 54
178, 33, 117, 115, 49, 511, -281, 54
173, 53, 119, 115, 49, 511, -281, 54
166, 66, 129, 115, 49, 511, -281, 54
159, 67, 135, 115, 49, 511, -281, 54
146, 54, 151, 115, 49, 511, -281, 54
124, 38, 190, 115, 49, 511, -281, 54
108, 30, 243, 115, 49, 511, -281, 54
117, 24, 307, 115, 49, 511, -281, 54
129, 0, 382, 115, 49, 511, -281, 54
111, -37, 436, 115, 49, 511, -281, 54
29, -82, 480, 115, 49, 511, -281, 54
-110, -125, 511, 115, 49, 511, -281, 54
-238, -138, 511, 115, 49, 511, -281, 54
-307, -125, 482, 115, 49, 511, -281, 54
-295, -101, 406, 115, 49, 511, -281, 54
-229, -73, 295, 115, 49, 511, -281, 54
-159, -57, 157, 115, 49, 511, -281, 54
-108, -58, 32, 115, 49, 511, -281, 54
-76, -63, -49, 115, 49, 511, -281, 54
-68, -60, -95, 115, 49, 511, -281, 54
-81, -50, -124, 115, 49, 511, -281, 54
-107, -34, -155, 115, 49, 511, -281, 54
-140, -18, -203, 115, 49, 511, -281, 54
-174, -5, -259, 115, 49, 511, -281, 54
-202, 9, -281, 115, 49, 511, -281, 54
-226, 25, -205, 115, 49, 511, -281, 54
-229, 32, 0, 115, 49, 511, -281, 54
-208, 18, 214, 115, 49, 511, -281, 54
-170, -11, 401, 115, 49, 511, -281, 54
-115, -65, 511, 115, 49, 511, -281, 54
-65, -152, 511, 115, 49, 511, -281, 54
-15, -181, 511, 115, 49, 511, -281, 54
24, -148, 476, 115, 49, 511, -281, 54
52, -79, 412, 115, 49, 511, -281, 54
71, 19, 334, 115, 49, 511, -281, 54
84, 56, 244, 115, 49, 511, -281, 54
101, 30, 187, 115, 49, 511, -281, 54
114, -4, 196, 115, 49, 511, -281, 54
126, -16, 242, 115, 49, 511, -281, 54
135, 0, 289, 115, 49, 511, -281, 54
143, 36, 314, 115, 49, 511, -281, 54
150, 69, 281, 115, 49, 511, -281, 54
149, 93, 214, 115, 49, 511, -281, 54
140, 109, 143, 115, 49, 511, -281, 54
131, 105, 92, 115, 49, 511, -281, 54
123, 84, 74, 115, 49, 511, -281, 54
121, 56, 88, 115, 49, 511, -281, 54
113, 23, 146, 115, 49, 511, -281, 54
106, -12, 232, 115, 49, 511, -281, 54
109, -63, 337, 115, 49, 511, -281, 54
71, -126, 423, 115, 49, 511, -281, 54
7, -168, 479, 115, 49, 511, -281, 54
-75, -192, 510, 115, 49, 511, -281, 54
-161, -181, 511, 115, 49, 511, -281, 54
-173, -178, 511, 115, 49, 511, -281, 54
-227, -156, 511, 115, 49, 511, -281, 54
-213, -136, 511, 115, 49, 511, -281, 54
-124, -100, 155, 145, 45, 511, -220, 64
-109, -82, 58, 145, 45, 511, -220, 64
-97, -61, 14, 145, 45, 511, -220, 64
-98, -40, -1, 145, 45, 511, -220, 64
-107, -29, -6, 145, 45, 511, -220, 64
-115, -36, -20, 145, 45, 511, -220, 64
-122, -47, -49, 145, 45, 511, -220, 64
-125, -46, -88, 145, 45, 511, -220, 64
-128, -32, -129, 145, 45, 511, -220, 64
-137, -21, -159, 145, 45, 511, -220, 64
-152, -22, -171, 145, 45, 511, -220, 64
-168, -31, -155, 145, 45, 511, -220, 64
-197, -29, -113, 145, 45, 511, -220, 64
-220, -6, -29, 145, 45, 511, -220, 64
-235, 45, 139, 145, 45, 511, -220, 64
-236, 109, 289, 145, 45, 511, -220, 64
-201, 152, 421, 145, 45, 511, -220, 64
-137, 171, 511, 145, 45, 511, -220, 64
-63, 163, 511, 145, 45, 511, -220, 64
1, 145, 473, 145, 45, 511, -220, 64
44, 139, 403, 145, 45, 511, -220, 64
62, 140, 305, 145, 45, 511, -220, 64
60, 133, 186, 145, 45, 511, -220, 64
58, 117, 103, 145, 45, 511, -220, 64
57, 95, 54, 145, 45, 511, -220, 64
56, 73, 33, 145, 45, 511, -220, 64
73, 62, 29, 145, 45, 511, -220, 64
95, 50, 26, 145, 45, 511, -220, 64
118, 34, 21, 145, 45, 511, -220, 64
135, 20, 19, 145, 45, 511, -220, 64
133, 7, 27, 145, 45, 511, -220, 64
112, -2, 61, 145, 45, 511, -220, 64
72, -3, 155, 145, 45, 511, -220, 64
24, -6, 277, 145, 45, 511, -220, 64
-14, -31, 391, 145, 45, 511, -220, 64
-53, -78, 481, 145, 45, 511, -220, 64
-112, -151, 511, 145, 45, 511, -220, 64
-192, -237, 511, 145, 45, 511, -220, 64
-269, -289, 511, 145, 45, 511, -220, 64
-318, -296, 453, 145, 45, 511, -220, 64
-309, -253, 352, 145, 45, 511, -220, 64
-252, -174, 229, 145, 45, 511, -220, 64
-188, -97, 95, 145, 45, 511, -220, 64
-130, -44, 10, 145, 45, 511, -220, 64
-91, -24, -39, 145, 45, 511, -220, 64
-71, -24, -71, 145, 45, 511, -220, 64
-62, -27, -96, 145, 45, 511, -220, 64
-67, -25, -113, 145, 45, 511, -220, 64
-76, -11, -124, 145, 45, 511, -220, 64
-87, 7, -143, 145, 45, 511, -220, 64
-104, 16, -173, 145, 45, 511, -220, 64
-123, 8, -205, 145, 45, 511, -220, 64
-145, -14, -220, 145, 45, 511, -220, 64
-191, -32, -195, 145, 45, 511, -220, 64
-257, -46, -69, 145, 45, 511, -220, 64
-334, -46, 122, 145, 45, 511, -220, 64
-416, -37, 299, 145, 45, 511, -220, 64
-446, -18, 449, 145, 45, 511, -220, 64
-406, 2, 511, 145, 45, 511, -220, 64
-319, 13, 476, 145, 45, 511, -220, 64
-209, 28, 402, 145, 45, 511, -220, 64
-110, 31, 304, 145, 45, 511, -220, 64
-55, 35, 188, 145, 45, 511, -220, 64
-11, 44, 96, 145, 45, 511, -220, 64
20, 43, 38, 145, 45, 511, -220, 64
40, 33, 2, 145, 45, 511, -220, 64
62, 20, -13, 145, 45, 511, -220, 64
75, 2, -15, 145, 45, 511, -220, 64
94, -22, -4, 145, 45, 511, -220, 64
115, -43, 16, 145, 45, 511, -220, 64
123, -43, 59, 145, 45, 511, -220, 64
124, -20, 126, 145, 45, 511, -220, 64
123, -8, 196, 145, 45, 511, -220, 64
115, -12, 267, 145, 45, 511, -220, 64
111, -32, 325, 145, 45, 511, -220, 64
100, -70, 372, 145, 45, 511, -220, 64
63, -88, 424, 145, 45, 511, -220, 64
-5, -95, 466, 145, 45, 511, -220, 64
-99, -112, 496, 145, 45, 511, -220, 64
-215, -115, 511, 145, 45, 511, -220, 64
-317, -101, 502, 145, 45, 511, -220, 64
-367, -70, 420, 145, 45, 511, -220, 64
-370, -16, 293, 145, 45, 511, -220, 64
-331, 37, 151, 145, 45, 511, -220, 64
-270, 66, 18, 145, 45, 511, -220, 64
-211, 63, -36, 145, 45, 511, -220, 64
-166, 31, -45, 145, 45, 511, -220, 64
-131, -16, -44, 145, 45, 511, -220, 64
-106, -58, -49, 145, 45, 511, -220, 64
-92, -78, -72, 145, 45, 511, -220, 64
-76, -81, -103, 145, 45, 511, -220, 64
-70, -83, -134, 145, 45, 511, -220, 64
-82, -90, -153, 145, 45, 511, -220, 64
-113, -102, -134, 145, 45, 511, -220, 64
-153, -111, -67, 145, 45, 511, -220, 64
-189, -109, 31, 145, 45, 511, -220, 64
-219, -94, 198, 145, 45, 511, -220, 64
-236, -61, 337, 145, 45, 511, -220, 64
-239, -12, 437, 145, 45, 511, -220, 64
-233, 38, 511, 145, 45, 511, -220, 64
-205, 91, 511, 145, 45, 511, -220, 64
-158, 136, 454, 145, 45, 511, -220, 64
-111, 148, 366, 145, 45, 511, -220, 64
-62, 136, 263, 145, 45, 511, -220, 64
-19, 106, 139, 145, 45, 511, -220, 64
12, 66, 60, 145, 45, 511, -220, 64
34, 39, 11, 145, 45, 511, -220, 64
52, 31, -23, 145, 45, 511, -220, 64
66, 33, -35, 145, 45, 511, -220, 64
85, 38, -29, 145, 45, 511, -220, 64
103, 41, -11, 145, 45, 511, -220, 64
115, 39, 26, 145, 45, 511, -220, 64
119, 33, 82, 145, 45, 511, -220, 64
109, 29, 159, 145, 45, 511, -220, 64
94, 23, 238, 145, 45, 511, -220, 64
74, 15, 311, 145, 45, 511, -220, 64
57, 2, 383, 145, 45, 511, -220, 64
32, -30, 436, 145, 45, 511, -220, 64
-31, -57, 476, 145, 45, 511, -220, 64
-123, -85, 504, 145, 45, 511, -220, 64
-238, -106, 511, 145, 45, 511, -220, 64
-332, -118, 511, 145, 45, 511, -220, 64
-366, -127, 450, 145, 45, 511, -220, 64
-345, -119, 355, 145, 45, 511, -220, 64
-283, -105, 247, 145, 45, 511, -220, 64
-218, -89, 151, 145, 45, 511, -220, 64
-164, -72, 126, 145, 45, 511, -220, 64
-129, -58, 136, 145, 45, 511, -220, 64
-111, -43, 144, 145, 45, 511, -220, 64
-104, -19, 122, 145, 45, 511, -220, 64
-105, -1, 76, 145, 45, 511, -220, 64
-106, 6, 13, 145, 45, 511, -220, 64
-99, 8, -56, 145, 45, 511, -220, 64
-85, 12, -121, 145, 45, 511, -220, 64
-73, 17, -177, 145, 45, 511, -220, 64
-66, 17, -208, 145, 45, 511, -220, 64
-63, 10, -211, 145, 45, 511, -220, 64
-69, 4, -207, 145, 45, 511, -220, 64
-80, -5, -182, 145, 45, 511, -220, 64
-104, -10, -121, 145, 45, 511, -220, 64
-160, -11, 13, 145, 45, 511, -220, 64
-214, -37, 192, 145, 45, 511, -220, 64
-246, -54, 355, 145, 45, 511, -220, 64
-235, -33, 473, 145, 45, 511, -220, 64
-177, 7, 511, 145, 45, 511, -220, 64
-106, 82, 511, 145, 45, 511, -220, 64
-41, 143, 494, 145, 45, 511, -220, 64
6, 151, 435, 145, 45, 511, -220, 64
33, 129, 341, 145, 45, 511, -220, 64
52, 86, 230, 145, 45, 511, -220, 64
68, 55, 126, 145, 45, 511, -220, 64
80, 48, 58, 145, 45, 511, -220, 64
97, 51, 20, 145, 45, 511, -220, 64
124, 58, 3, 145, 45, 511, -220, 64
151, 54, -1, 145, 45, 511, -220, 64
179, 38, 16, 145, 45, 511, -220, 64
190, 19, 63, 145, 45, 511, -220, 64
181, 12, 139, 145, 45, 511, -220, 64
155, 17, 252, 145, 45, 511, -220, 64
124, 23, 362, 145, 45, 511, -220, 64
88, 5, 447, 145, 45, 511, -220, 64
25, -28, 499, 145, 45, 511, -220, 64
-60, -83, 511, 145, 45, 511, -220, 64
-155, -136, 511, 145, 45, 511, -220, 64
-222, -157, 468, 145, 45, 511, -220, 64
-238, -167, 381, 145, 45, 511, -220, 64
-211, -153, 265, 145, 45, 511, -220, 64
-168, -128, 133, 145, 45, 511, -220, 64
-134, -105, 43, 145, 45, 511, -220, 64
-114, -84, 4, 145, 45, 511, -220, 64
-106, -64, -3, 145, 45, 511, -220, 64
-107, -45, 0, 145, 45, 511, -220, 64
-107, -23, -6, 145, 45, 511, -220, 64
-107, -4, -24, 145, 45, 511, -220, 64
-103, 18, -44, 145, 45, 511, -220, 64
-91, 33, -67, 145, 45, 511, -220, 64
-82, 28, -99, 145, 45, 511, -220, 64
-86, 11, -125, 145, 45, 511, -220, 64
-96, -11, -140, 145, 45, 511, -220, 64
-112, -25, -137, 145, 45, 511, -220, 64
-142, -18, -100, 145, 45, 511, -220, 64
-168, -4, -20, 145, 45, 511, -220, 64
-214, 16, 139, 145, 45, 511, -220, 64
-280, 18, 288, 145, 45, 511, -220, 64
-313, 15, 421, 145, 45, 511, -220, 64
-312, 45, 511, 145, 45, 511, -220, 64
-277, 72, 496, 145, 45, 511, -220, 64
-197, 116, 441, 145, 45, 511, -220, 64
-128, 159, 360, 145, 45, 511, -220, 64
-79, 160, 263, 145, 45, 511, -220, 64
-35, 147, 170, 145, 45, 511, -220, 64
-5, 115, 112, 145, 45, 511, -220, 64
20, 75, 83, 145, 45, 511, -220, 64
49, 44, 74, 145, 45, 511, -220, 64
85, 21, 74, 145, 45, 511, -220, 64
123, 1, 74, 145, 45, 511, -220, 64
156, -15, 68, 145, 45, 511, -220, 64
151, -5, 81, 145, 45, 511, -220, 64
189, -27, 58, 145, 45, 511, -220, 64
189, -36, 48, 145, 45, 511, -220, 64
146, -31, 242, 109, 50, 511, -293, 73
135, -29, 347, 109, 50, 511, -293, 73
124, -45, 432, 109, 50, 511, -293, 73
79, -66, 494, 109, 50, 511, -293, 73
5, -110, 511, 109, 50, 511, -293, 73
-104, -183, 511, 109, 50, 511, -293, 73
-219, -231, 511, 109, 50, 511, -293, 73
-285, -254, 475, 109, 50, 511, -293, 73
-298, -241, 390, 109, 50, 511, -293, 73
-260, -186, 278, 109, 50, 511, -293, 73
-202, -124, 153, 109, 50, 511, -293, 73
-157, -79, 60, 109, 50, 511, -293, 73
-134, -58, 14, 109, 50, 511, -293, 73
-135, -65, -4, 109, 50, 511, -293, 73
-147, -92, -12, 109, 50, 511, -293, 73
-149, -110, -22, 109, 50, 511, -293, 73
-139, -103, -42, 109, 50, 511, -293, 73
-116, -70, -79, 109, 50, 511, -293, 73
-91, -14, -133, 109, 50, 511, -293, 73
-78, 37, -195, 109, 50, 511, -293, 73
-88, 57, -251, 109, 50, 511, -293, 73
-115, 43, -288, 109, 50, 511, -293, 73
-145, 23, -293, 109, 50, 511, -293, 73
-207, 22, -241, 109, 50, 511, -293, 73
-272, 36, -35, 109, 50, 511, -293, 73
-318, 34, 170, 109, 50, 511, -293, 73
-327, 4, 361, 109, 50, 511, -293, 73
-263, -54, 511, 109, 50, 511, -293, 73
-172, -119, 511, 109, 50, 511, -293, 73
-76, -138, 472, 109, 50, 511, -293, 73
-19, -103, 385, 109, 50, 511, -293, 73
5, -44, 268, 109, 50, 511, -293, 73
16, 26, 127, 109, 50, 511, -293, 73
20, 87, 17, 109, 50, 511, -293, 73
23, 106, -44, 109, 50, 511, -293, 73
18, 100, -63, 109, 50, 511, -293, 73
19, 87, -45, 109, 50, 511, -293, 73
30, 63, -13, 109, 50, 511, -293, 73
58, 41, 21, 109, 50, 511, -293, 73
100, 21, 42, 109, 50, 511, -293, 73
144, 1, 53, 109, 50, 511, -293, 73
187, -28, 60, 109, 50, 511, -293, 73
219, -67, 72, 109, 50, 511, -293, 73
229, -100, 113, 109, 50, 511, -293, 73
215, -113, 213, 109, 50, 511, -293, 73
179, -102, 322, 109, 50, 511, -293, 73
117, -80, 424, 109, 50, 511, -293, 73
10, -56, 498, 109, 50, 511, -293, 73
-125, -48, 511, 109, 50, 511, -293, 73
-260, -42, 511, 109, 50, 511, -293, 73
-352, -36, 458, 109, 50, 511, -293, 73
-357, -33, 382, 109, 50, 511, -293, 73
-308, -34, 279, 109, 50, 511, -293, 73
-236, -40, 160, 109, 50, 511, -293, 73
-178, -37, 81, 109, 50, 511, -293, 73
-156, -32, 10, 109, 50, 511, -293, 73
-142, -21, -54, 109, 50, 511, -293, 73
-139, -17, -101, 109, 50, 511, -293, 73
-142, -17, -132, 109, 50, 511, -293, 73
-136, -19, -159, 109, 50, 511, -293, 73
-133, -22, -177, 109, 50, 511, -293, 73
-132, -24, -191, 109, 50, 511, -293, 73
-130, -30, -191, 109, 50, 511, -293, 73
-131, -41, -159, 109, 50, 511, -293, 73
-135, -38, -101, 109, 50, 511, -293, 73
-150, -25, -32, 109, 50, 511, -293, 73
-176, -5, 99, 109, 50, 511, -293, 73
-209, 15, 242, 109, 50, 511, -293, 73
-252, 21, 369, 109, 50, 511, -293, 73
-268, 17, 478, 109, 50, 511, -293, 73
-235, 6, 511, 109, 50, 511, -293, 73
-169, 0, 509, 109, 50, 511, -293, 73
-74, 9, 474, 109, 50, 511, -293, 73
6, 20, 410, 109, 50, 511, -293, 73
56, 30, 317, 109, 50, 511, -293, 73
95, 40, 210, 109, 50, 511, -293, 73
119, 25, 126, 109, 50, 511, -293, 73
148, 7, 70, 109, 50, 511, -293, 73
175, -10, 49, 109, 50, 511, -293, 73
187, -28, 52, 109, 50, 511, -293, 73
191, -31, 76, 109, 50, 511, -293, 73
186, -28, 118, 109, 50, 511, -293, 73
171, -25, 166, 109, 50, 511, -293, 73
148, -30, 218, 109, 50, 511, -293, 73
120, -40, 275, 109, 50, 511, -293, 73
96, -44, 329, 109, 50, 511, -293, 73
74, -50, 396, 109, 50, 511, -293, 73
36, -55, 450, 109, 50, 511, -293, 73
-28, -60, 487, 109, 50, 511, -293, 73
-121, -77, 511, 109, 50, 511, -293, 73
-217, -86, 511, 109, 50, 511, -293, 73
-272, -83, 467, 109, 50, 511, -293, 73
-270, -79, 383, 109, 50, 511, -293, 73
-222, -71, 277, 109, 50, 511, -293, 73
-163, -64, 160, 109, 50, 511, -293, 73
-117, -63, 77, 109, 50, 511, -293, 73
-94, -59, 20, 109, 50, 511, -293, 73
-90, -53, -22, 109, 50, 511, -293, 73
-96, -47, -56, 109, 50, 511, -293, 73
-101, -40, -82, 109, 50, 511, -293, 73
-104, -30, -101, 109, 50, 511, -293, 73
-103, -11, -123, 109, 50, 511, -293, 73
-103, 17, -152, 109, 50, 511, -293, 73
-109, 40, -181, 109, 50, 511, -293, 73
-121, 39, -192, 109, 50, 511, -293, 73
-134, 16, -177, 109, 50, 511, -293, 73
-166, -4, -133, 109, 50, 511, -293, 73
-226, -13, -28, 109, 50, 511, -293, 73
-303, -8, 143, 109, 50, 511, -293, 73
-380, 10, 298, 109, 50, 511, -293, 73
-424, 32, 434, 109, 50, 511, -293, 73
-399, 40, 511, 109, 50, 511, -293, 73
-320, 47, 511, 109, 50, 511, -293, 73
-224, 44, 442, 109, 50, 511, -293, 73
-125, 40, 347, 109, 50, 511, -293, 73
-56, 55, 243, 109, 50, 511, -293, 73
-12, 68, 123, 109, 50, 511, -293, 73
20, 80, 66, 109, 50, 511, -293, 73
46, 76, 40, 109, 50, 511, -293, 73
67, 58, 32, 109, 50, 511, -293, 73
83, 46, 49, 109, 50, 511, -293, 73
99, 39, 82, 109, 50, 511, -293, 73
115, 30, 115, 109, 50, 511, -293, 73
129, 22, 146, 109, 50, 511, -293, 73
144, 17, 186, 109, 50, 511, -293, 73
153, 6, 228, 109, 50, 511, -293, 73
148, -18, 266, 109, 50, 511, -293, 73
140, -56, 301, 109, 50, 511, -293, 73
121, -95, 344, 109, 50, 511, -293, 73
66, -128, 395, 109, 50, 511, -293, 73
-24, -146, 445, 109, 50, 511, -293, 73
-132, -177, 491, 109, 50, 511, -293, 73
-236, -226, 511, 109, 50, 511, -293, 73
-294, -269, 475, 109, 50, 511, -293, 73
-298, -289, 399, 109, 50, 511, -293, 73
-271, -258, 319, 109, 50, 511, -293, 73
-233, -194, 238, 109, 50, 511, -293, 73
-185, -136, 190, 109, 50, 511, -293, 73
-142, -107, 158, 109, 50, 511, -293, 73
-100, -90, 107, 109, 50, 511, -293, 73
-79, -71, 38, 109, 50, 511, -293, 73
-77, -33, -37, 109, 50, 511, -293, 73
-82, 15, -100, 109, 50, 511, -293, 73
-91, 46, -152, 109, 50, 511, -293, 73
-91, 60, -199, 109, 50, 511, -293, 73
-97, 56, -241, 109, 50, 511, -293, 73
-113, 38, -256, 109, 50, 511, -293, 73
-139, 9, -229, 109, 50, 511, -293, 73
-170, -13, -175, 109, 50, 511, -293, 73
-215, -10, -63, 109, 50, 511, -293, 73
-256, 8, 123, 109, 50, 511, -293, 73
-248, 25, 279, 109, 50, 511, -293, 73
-195, -1, 422, 109, 50, 511, -293, 73
-102, -35, 511, 109, 50, 511, -293, 73
-2, -53, 511, 109, 50, 511, -293, 73
57, -41, 457, 109, 50, 511, -293, 73
75, 15, 370, 109, 50, 511, -293, 73
78, 60, 248, 109, 50, 511, -293, 73
74, 79, 108, 109, 50, 511, -293, 73
65, 82, 20, 109, 50, 511, -293, 73
49, 74, -18, 109, 50, 511, -293, 73
30, 66, -10, 109, 50, 511, -293, 73
