X,Y,Z
-85,-21,120
-82,-33,99
-82,-34,99
-70,-36,77
-53,-44,34
-37,-51,-11
-16,-58,-45
-30,-27,-89
-101,41,-47
-130,85,77
-167,91,263
-227,107,349
-297,135,343
-229,182,367
-218,136,374
-182,78,417
-156,77,424
-123,116,386
-84,150,313
-44,148,230
-15,138,173
-4,120,136
-10,92,163
-16,75,205
1,41,173
27,7,119
56,-16,138
96,-23,157
192,12,177
208,-6,164
245,-26,201
262,-33,265
303,-19,303
267,-40,333
194,-39,391
123,-17,447
70,-31,448
5,-81,417
-63,-76,390
-58,-9,334
-42,28,237
-24,24,162
-26,4,121
-40,-14,85
-54,-33,70
-54,-39,85
-61,-5,93
-77,35,95
-107,67,94
-146,67,64
-192,41,55
-197,22,133
-237,3,256
-306,-4,249
-278,-48,239
-195,-94,215
-137,-126,204
-111,-66,316
-85,20,406
-65,87,466
-47,133,440
-12,128,359
5,117,283
8,120,228
9,119,188
12,104,169
17,51,178
57,13,179
95,23,160
139,64,163
177,94,182
185,106,222
167,96,256
147,89,294
161,98,363
117,65,450
26,46,511
-36,40,511
-55,15,511
-69,-3,511
-109,-32,511
-144,-65,404
-150,-75,323
-146,-50,264
-106,-37,184
-77,-47,97
-63,-54,40
-81,-43,6
-76,-17,-27
-70,-3,-59
-65,0,-94
-73,-10,-141
-102,-50,-166
-121,-107,-169
-124,-149,-119
-109,-107,-85
-94,-8,-43
-61,64,138
-82,48,511
-130,-28,511
-151,-10,511
-130,125,511
-86,239,511
-61,278,345
-5,240,228
17,175,174
25,102,96
46,55,50
60,0,24
101,17,71
101,1,113
112,-58,83
165,-54,89
173,-38,128
124,-3,239
77,55,331
20,131,389
32,137,391
-24,104,421
-113,88,457
-193,102,511
-218,119,511
-184,87,438
-132,48,304
-119,28,137
-110,9,29
-110,-53,65
-130,-89,180
-133,-50,247
-118,7,228
-98,42,158
-85,43,100
-77,24,57
-87,10,20
-121,5,21
-160,-12,57
-177,-42,104
-201,-60,123
-255,-20,110
-253,33,227
-228,70,341
-205,54,368
-216,51,437
-199,86,463
-108,109,383
-7,82,319
86,35,274
135,1,242
132,-22,221
106,-7,248
101,25,214
93,47,175
84,58,144
90,66,124
106,61,106
98,45,113
107,35,163
92,32,206
100,30,262
79,37,354
-58,41,508
-135,76,511
-182,66,511
-195,-28,511
-204,-110,483
-179,-92,388
-165,-37,278
-141,10,207
-115,40,174
-91,37,147
-79,23,142
-79,3,127
-70,-7,87
-68,-16,17
-65,-18,-30
-79,-1,-71
-109,13,-93
-147,30,-68
-185,29,-30
-216,31,15
-272,40,54
-253,38,173
-227,0,406
-236,-8,511
-229,11,511
-144,73,511
-65,101,430
-2,107,281
34,111,241
38,88,207
52,59,198
55,83,218
65,103,172
130,121,120
193,96,67
235,13,30
257,-28,49
243,-10,115
185,26,226
120,34,311
100,26,356
141,14,397
112,-9,511
-16,15,511
-120,3,511
-229,-19,511
-275,-41,511
-241,-57,404
-173,-55,218
-123,-53,108
-98,-39,59
-87,-9,13
-91,21,-29
-93,38,-38
-81,26,-29
-62,0,-22
-55,-8,-31
-54,7,-54
-62,24,-69
-88,33,-35
-107,31,19
-119,6,94
-166,0,185
-203,35,301
-152,66,294
-75,57,230
-47,38,225
-86,66,429
-83,106,511
-67,136,511
-57,176,427
-64,198,322
-51,194,247
-27,154,214
-17,88,232
24,58,241
82,36,215
155,36,193
168,70,127
157,31,71
176,61,84
117,58,144
106,68,194
129,56,199
197,12,238
184,-38,359
125,-32,511
65,-61,511
0,-83,511
-53,-48,511
-69,-3,478
-68,19,329
-53,36,223
-47,8,148
-67,-48,130
-88,-68,170
-106,-53,185
-106,-25,184
-105,-21,140
-114,-9,76
-122,11,55
-132,9,79
-186,4,196
-224,-9,320
-247,-32,255
-222,-26,125
-107,-42,90
-42,-44,124
-41,-61,206
-62,-47,319
-44,-41,342
-5,-10,290
-3,31,228
6,75,146
-29,87,103
-51,91,150
-25,49,231
-4,-4,247
27,6,212
68,37,167
103,34,163
141,11,169
179,-11,187
183,-3,218
176,4,277
174,12,306
193,8,373
218,-52,451
178,-131,511
34,-97,511
-108,-55,511
-207,-49,511
-227,-46,511
-183,-63,343
-146,-59,200
-102,-53,127
-94,-56,86
-110,-54,39
-136,-14,-23
-143,45,-73
-129,89,-98
-129,99,-95
-133,83,-86
-140,53,-87
-145,3,-99
-149,-50,-118
-129,-96,-118
-121,-101,-84
-184,-24,-5
-223,31,65
-255,-8,253
-293,-105,511
-338,-181,511
-284,-173,511
-179,-93,511
-112,-69,511
-58,-27,448
-40,27,316
-54,62,227
-48,106,201
-11,109,161
30,65,145
36,24,130
53,8,112
62,13,104
69,24,118
70,29,122
69,31,144
68,21,185
32,10,217
-23,24,276
-12,48,316
-22,22,324
-80,-1,328
-138,5,349
-203,20,448
-200,14,480
-159,-24,385
-142,-66,265
-135,-79,180
-131,-68,143
-122,-63,152
-123,-65,205
-149,-52,250
-157,-10,238
-147,35,195
-130,62,147
-114,77,112
-110,79,84
