X,Y,Z
-226,-75,31
-225,-76,29
-225,-76,30
-226,-75,30
-224,-75,32
-224,-74,32
-225,-73,33
-227,-73,32
-226,-74,33
-226,-72,34
-227,-71,36
-227,-72,37
-227,-71,35
-228,-73,36
-227,-74,39
-228,-73,37
-229,-71,39
-229,-73,41
-229,-73,39
-229,-73,40
-228,-74,40
-228,-74,41
-229,-71,41
-228,-72,40
-229,-72,41
-228,-74,41
-228,-73,39
-229,-73,38
-228,-75,37
-227,-75,35
-228,-74,34
-225,-76,35
-226,-77,33
-226,-76,33
-225,-77,36
-225,-76,35
-224,-78,34
-224,-78,36
-227,-77,36
-225,-78,38
-225,-76,41
-226,-74,40
-226,-76,41
-226,-76,40
-225,-78,40
-226,-80,40
-228,-74,41
-229,-71,41
-228,-72,40
-229,-72,41
-228,-74,41
-228,-73,39
-229,-73,38
-228,-75,37
-227,-75,35
-228,-74,34
-225,-76,35
-226,-77,33
-226,-76,33
-225,-77,36
-225,-76,35
-224,-78,34
-224,-78,36
-227,-77,36
-225,-78,38
-225,-76,41
-226,-74,40
-226,-76,41
-226,-76,40
-225,-78,40
-226,-80,40
-226,-77,39
-226,-79,39
-225,-78,40
-226,-78,42
-225,-78,41
-224,-77,41
-225,-75,39
-225,-75,40
-226,-76,37
-226,-77,38
-227,-77,39
-227,-75,39
-225,-77,39
-226,-75,36
-225,-76,36
-226,-77,37
-226,-77,34
-225,-77,37
-226,-78,38
-225,-77,39
-225,-79,40
-227,-76,41
-226,-78,41
-226,-79,39
-225,-80,38
-228,-74,41
-229,-71,41
-228,-72,40
-229,-72,41
-228,-74,41
-228,-73,39
-229,-73,38
-228,-75,37
-227,-75,35
-228,-74,34
-225,-76,35
-226,-77,33
-226,-76,33
-225,-77,36
-225,-76,35
-224,-78,34
-224,-78,36
-227,-77,36
-225,-78,38
-225,-76,41
-226,-74,40
-226,-76,41
-226,-76,40
-225,-78,40
-226,-80,40
-226,-77,39
-226,-79,39
-225,-78,40
-226,-78,42
-225,-78,41
-224,-77,41
-225,-75,39
-225,-75,40
-226,-76,37
-226,-77,38
-227,-77,39
-227,-75,39
-225,-77,39
-226,-75,36
-225,-76,36
-226,-77,37
-226,-77,34
-225,-77,37
-226,-78,38
-225,-77,39
-225,-79,40
-227,-76,41
-226,-78,41
-226,-79,39
-225,-80,38
-226,-79,38
-226,-77,38
-226,-75,38
-226,-74,38
-227,-75,39
-226,-76,38
-226,-78,40
-226,-80,38
-225,-79,39
-225,-79,38
-225,-78,39
-227,-76,41
-226,-79,41
-226,-77,39
-225,-79,39
-225,-79,39
-225,-78,38
-225,-78,40
-225,-81,40
-226,-81,39
-226,-78,38
-224,-80,37
-224,-78,39
-223,-79,36
-225,-80,38
-228,-74,41
-229,-71,41
-228,-72,40
-229,-72,41
-228,-74,41
-228,-73,39
-229,-73,38
-228,-75,37
-227,-75,35
-228,-74,34
-225,-76,35
-226,-77,33
-226,-76,33
-225,-77,36
-225,-76,35
-224,-78,34
-224,-78,36
-227,-77,36
-225,-78,38
-225,-76,41
-226,-74,40
-226,-76,41
-226,-76,40
-225,-78,40
-226,-80,40
-226,-77,39
-226,-79,39
-225,-78,40
-226,-78,42
-225,-78,41
-224,-77,41
-225,-75,39
-225,-75,40
-226,-76,37
-226,-77,38
-227,-77,39
-227,-75,39
-225,-77,39
-226,-75,36
-225,-76,36
-226,-77,37
-226,-77,34
-225,-77,37
-226,-78,38
-225,-77,39
-225,-79,40
-227,-76,41
-226,-78,41
-226,-79,39
-225,-80,38
-226,-79,38
-226,-77,38
-226,-75,38
-226,-74,38
-227,-75,39
-226,-76,38
-226,-78,40
-226,-80,38
-225,-79,39
-225,-79,38
-225,-78,39
-227,-76,41
-226,-79,41
-226,-77,39
-225,-79,39
-225,-79,39
-225,-78,38
-225,-78,40
-225,-81,40
-226,-81,39
-226,-78,38
-224,-80,37
-224,-78,39
-223,-79,36
-225,-80,38
-225,-80,40
-226,-79,39
-226,-80,39
-224,-80,40
-225,-79,38
-225,-78,37
-225,-78,38
-225,-78,37
-225,-79,38
-224,-80,39
-225,-79,39
-226,-78,39
-226,-76,41
-226,-78,40
-225,-80,39
-225,-80,41
-222,-80,37
-224,-76,39
-226,-76,37
-226,-78,40
-223,-82,39
-221,-83,42
-223,-83,44
-225,-82,44
-226,-82,47
-224,-83,48
-222,-84,49
-222,-83,50
-224,-83,49
-223,-85,45
-223,-86,44
-222,-85,43
-222,-82,43
-223,-79,42
-225,-74,47
-221,-67,47
-215,-72,49
-212,-82,52
-213,-90,53
-221,-90,53
-228,-69,56
-236,-66,54
-239,-70,51
-238,-76,46
-236,-90,42
-238,-94,47
-243,-79,63
-242,-60,76
-229,-50,76
-212,-48,70
-224,-83,48
-222,-84,49
-222,-83,50
-224,-83,49
-223,-85,45
-223,-86,44
-222,-85,43
-222,-82,43
-223,-79,42
-225,-74,47
-221,-67,47
-215,-72,49
-212,-82,52
-213,-90,53
-221,-90,53
-228,-69,56
-236,-66,54
-239,-70,51
-238,-76,46
-236,-90,42
-238,-94,47
-243,-79,63
-242,-60,76
-229,-50,76
-212,-48,70
-203,-51,66
-199,-58,59
-198,-55,55
-203,-59,52
-208,-57,50
-210,-59,47
-214,-63,48
-220,-67,44
-223,-68,44
-223,-67,44
-221,-64,43
-220,-63,44
-224,-63,38
-227,-68,34
-226,-76,30
-220,-80,29
-219,-73,30
-220,-62,34
-223,-56,30
-226,-59,28
-227,-63,31
-226,-64,30
-225,-60,35
-224,-52,40
-223,-44,46
-224,-83,48
-222,-84,49
-222,-83,50
-224,-83,49
-223,-85,45
-223,-86,44
-222,-85,43
-222,-82,43
-223,-79,42
-225,-74,47
-221,-67,47
-215,-72,49
-212,-82,52
-213,-90,53
-221,-90,53
-228,-69,56
-236,-66,54
-239,-70,51
-238,-76,46
-236,-90,42
-238,-94,47
-243,-79,63
-242,-60,76
-229,-50,76
-212,-48,70
-203,-51,66
-199,-58,59
-198,-55,55
-203,-59,52
-208,-57,50
-210,-59,47
-214,-63,48
-220,-67,44
-223,-68,44
-223,-67,44
-221,-64,43
-220,-63,44
-224,-63,38
-227,-68,34
-226,-76,30
-220,-80,29
-219,-73,30
-220,-62,34
-223,-56,30
-226,-59,28
-227,-63,31
-226,-64,30
-225,-60,35
-224,-52,40
-223,-44,46
-216,-48,48
-208,-53,46
-204,-56,43
-203,-58,41
-213,-60,38
-238,-68,30
-276,-79,25
-306,-89,33
-318,-104,47
-317,-113,74
-314,-125,89
-301,-132,94
-290,-127,82
-280,-117,59
-268,-117,37
-259,-114,15
-251,-115,-1
-244,-112,-10
-236,-101,-16
-221,-95,-16
-205,-91,-6
-195,-84,-3
-189,-75,0
-184,-67,2
-179,-63,4
-224,-83,48
-222,-84,49
-222,-83,50
-224,-83,49
-223,-85,45
-223,-86,44
-222,-85,43
-222,-82,43
-223,-79,42
-225,-74,47
-221,-67,47
-215,-72,49
-212,-82,52
-213,-90,53
-221,-90,53
-228,-69,56
-236,-66,54
-239,-70,51
-238,-76,46
-236,-90,42
-238,-94,47
-243,-79,63
-242,-60,76
-229,-50,76
-212,-48,70
-203,-51,66
-199,-58,59
-198,-55,55
-203,-59,52
-208,-57,50
-210,-59,47
-214,-63,48
-220,-67,44
-223,-68,44
-223,-67,44
-221,-64,43
-220,-63,44
-224,-63,38
-227,-68,34
-226,-76,30
-220,-80,29
-219,-73,30
-220,-62,34
-223,-56,30
-226,-59,28
-227,-63,31
-226,-64,30
-225,-60,35
-224,-52,40
-223,-44,46
-216,-48,48
-208,-53,46
-204,-56,43
-203,-58,41
-213,-60,38
-238,-68,30
-276,-79,25
-306,-89,33
-318,-104,47
-317,-113,74
-314,-125,89
-301,-132,94
-290,-127,82
-280,-117,59
-268,-117,37
-259,-114,15
-251,-115,-1
-244,-112,-10
-236,-101,-16
-221,-95,-16
-205,-91,-6
-195,-84,-3
-189,-75,0
-184,-67,2
-179,-63,4
-174,-59,8
-172,-56,9
-172,-56,7
-174,-54,4
-180,-52,1
-188,-52,2
-196,-53,3
-206,-59,7
-222,-67,10
-241,-83,15
-260,-97,23
-271,-104,32
-273,-109,42
-261,-108,47
-250,-97,45
-264,-93,29
-280,-91,20
-283,-102,14
-259,-112,20
-218,-109,32
-197,-84,47
-211,-56,56
-249,-52,54
-284,-61,45
-295,-76,43
-288,-91,48
-276,-94,49
-261,-89,49
-234,-73,50
-211,-51,46
-191,-34,38
-169,-27,24
-153,-24,7
-144,-19,-8
-146,-15,-13
-152,-15,-9
-161,-18,-4
-166,-25,-1
-175,-32,3
-188,-37,5
-203,-43,4
-214,-45,12
-220,-51,24
-224,-57,25
-230,-60,24
-244,-59,33
-259,-59,46
-262,-53,63
-258,-53,71
-289,-76,67
-288,-91,48
-276,-94,49
-261,-89,49
-234,-73,50
-211,-51,46
-191,-34,38
-169,-27,24
-153,-24,7
-144,-19,-8
-146,-15,-13
-152,-15,-9
-161,-18,-4
-166,-25,-1
-175,-32,3
-188,-37,5
-203,-43,4
-214,-45,12
-220,-51,24
-224,-57,25
-230,-60,24
-244,-59,33
-259,-59,46
-262,-53,63
-258,-53,71
-289,-76,67
-319,-90,69
-340,-103,79
-313,-95,98
-276,-93,110
-249,-95,92
-256,-101,66
-276,-105,48
-282,-104,34
-273,-104,31
-257,-102,39
-235,-97,44
-202,-86,49
-191,-74,54
-184,-57,70
-179,-46,73
-177,-42,69
-177,-44,65
-180,-48,58
-189,-54,49
-200,-59,41
-211,-59,35
-216,-63,32
-226,-72,29
-239,-88,25
-235,-97,22
-288,-91,48
-276,-94,49
-261,-89,49
-234,-73,50
-211,-51,46
-191,-34,38
-169,-27,24
-153,-24,7
-144,-19,-8
-146,-15,-13
-152,-15,-9
-161,-18,-4
-166,-25,-1
-175,-32,3
-188,-37,5
-203,-43,4
-214,-45,12
-220,-51,24
-224,-57,25
-230,-60,24
-244,-59,33
-259,-59,46
-262,-53,63
-258,-53,71
-289,-76,67
-319,-90,69
-340,-103,79
-313,-95,98
-276,-93,110
-249,-95,92
-256,-101,66
-276,-105,48
-282,-104,34
-273,-104,31
-257,-102,39
-235,-97,44
-202,-86,49
-191,-74,54
-184,-57,70
-179,-46,73
-177,-42,69
-177,-44,65
-180,-48,58
-189,-54,49
-200,-59,41
-211,-59,35
-216,-63,32
-226,-72,29
-239,-88,25
-235,-97,22
-226,-103,13
-222,-105,-1
-226,-101,-12
-233,-93,-15
-235,-91,-13
-231,-89,-12
-244,-89,-16
-272,-93,-12
-300,-98,-7
-305,-99,0
-268,-110,17
-243,-118,41
-247,-115,60
-274,-105,72
-299,-88,84
-299,-76,94
-265,-61,87
-227,-52,66
-192,-42,38
-166,-28,1
-147,-13,-25
-132,-5,-33
-127,-13,-25
-128,-33,-11
-135,-47,0
-288,-91,48
-276,-94,49
-261,-89,49
-234,-73,50
-211,-51,46
-191,-34,38
-169,-27,24
-153,-24,7
-144,-19,-8
-146,-15,-13
-152,-15,-9
-161,-18,-4
-166,-25,-1
-175,-32,3
-188,-37,5
-203,-43,4
-214,-45,12
-220,-51,24
-224,-57,25
-230,-60,24
-244,-59,33
-259,-59,46
-262,-53,63
-258,-53,71
-289,-76,67
-319,-90,69
-340,-103,79
-313,-95,98
-276,-93,110
-249,-95,92
-256,-101,66
-276,-105,48
-282,-104,34
-273,-104,31
-257,-102,39
-235,-97,44
-202,-86,49
-191,-74,54
-184,-57,70
-179,-46,73
-177,-42,69
-177,-44,65
-180,-48,58
-189,-54,49
-200,-59,41
-211,-59,35
-216,-63,32
-226,-72,29
-239,-88,25
-235,-97,22
-226,-103,13
-222,-105,-1
-226,-101,-12
-233,-93,-15
-235,-91,-13
-231,-89,-12
-244,-89,-16
-272,-93,-12
-300,-98,-7
-305,-99,0
-268,-110,17
-243,-118,41
-247,-115,60
-274,-105,72
-299,-88,84
-299,-76,94
-265,-61,87
-227,-52,66
-192,-42,38
-166,-28,1
-147,-13,-25
-132,-5,-33
-127,-13,-25
-128,-33,-11
-135,-47,0
-154,-58,4
-173,-64,7
-192,-75,5
-208,-88,7
-222,-90,19
-228,-84,30
-231,-74,49
-233,-72,54
-241,-71,61
-258,-68,66
-273,-62,77
-281,-60,85
-275,-65,92
-298,-79,96
-315,-86,96
-320,-89,91
-290,-75,90
-265,-59,91
-273,-63,86
-278,-74,78
-270,-88,74
-257,-94,69
-247,-95,69
-235,-94,73
-218,-101,76
-196,-108,69
-191,-107,63
-194,-100,58
-199,-95,53
-205,-92,45
-215,-84,41
-227,-77,30
-229,-73,22
-221,-68,17
-213,-66,13
-205,-72,9
-195,-77,6
-194,-82,1
-197,-88,-4
-206,-97,-15
-218,-102,-17
-227,-105,-7
-236,-103,3
-263,-93,1
-298,-92,3
-316,-103,8
-280,-118,22
-230,-117,48
-206,-95,71
-235,-73,73
-196,-108,69
-191,-107,63
-194,-100,58
-199,-95,53
-205,-92,45
-215,-84,41
-227,-77,30
-229,-73,22
-221,-68,17
-213,-66,13
-205,-72,9
-195,-77,6
-194,-82,1
-197,-88,-4
-206,-97,-15
-218,-102,-17
-227,-105,-7
-236,-103,3
-263,-93,1
-298,-92,3
-316,-103,8
-280,-118,22
-230,-117,48
-206,-95,71
-235,-73,73
-282,-61,63
-315,-60,41
-311,-69,21
-283,-71,3
-249,-61,-30
-219,-39,-34
-196,-26,-21
-178,-30,7
-159,-36,24
-146,-41,31
-143,-45,42
-159,-38,63
-160,-70,60
-173,-60,74
-191,-34,53
-197,-45,35
-194,-49,28
-213,-69,29
-221,-66,48
-244,-69,94
-258,-82,133
-260,-99,150
-255,-105,148
-246,-93,141
-270,-69,130
-196,-108,69
-191,-107,63
-194,-100,58
-199,-95,53
-205,-92,45
-215,-84,41
-227,-77,30
-229,-73,22
-221,-68,17
-213,-66,13
-205,-72,9
-195,-77,6
-194,-82,1
-197,-88,-4
-206,-97,-15
-218,-102,-17
-227,-105,-7
-236,-103,3
-263,-93,1
-298,-92,3
-316,-103,8
-280,-118,22
-230,-117,48
-206,-95,71
-235,-73,73
-282,-61,63
-315,-60,41
-311,-69,21
-283,-71,3
-249,-61,-30
-219,-39,-34
-196,-26,-21
-178,-30,7
-159,-36,24
-146,-41,31
-143,-45,42
-159,-38,63
-160,-70,60
-173,-60,74
-191,-34,53
-197,-45,35
-194,-49,28
-213,-69,29
-221,-66,48
-244,-69,94
-258,-82,133
-260,-99,150
-255,-105,148
-246,-93,141
-270,-69,130
-296,-50,121
-305,-33,106
-286,-25,106
-265,-31,115
-259,-53,106
-261,-75,87
-261,-92,74
-258,-99,70
-253,-101,74
-251,-98,64
-238,-92,60
-225,-81,64
-212,-63,75
-202,-44,68
-180,-43,41
-158,-54,21
-152,-63,20
-160,-71,24
-175,-78,29
-185,-83,30
-188,-84,31
-187,-85,28
-189,-81,26
-195,-80,21
-213,-82,10
-196,-108,69
-191,-107,63
-194,-100,58
-199,-95,53
-205,-92,45
-215,-84,41
-227,-77,30
-229,-73,22
-221,-68,17
-213,-66,13
-205,-72,9
-195,-77,6
-194,-82,1
-197,-88,-4
-206,-97,-15
-218,-102,-17
-227,-105,-7
-236,-103,3
-263,-93,1
-298,-92,3
-316,-103,8
-280,-118,22
-230,-117,48
-206,-95,71
-235,-73,73
-282,-61,63
-315,-60,41
-311,-69,21
-283,-71,3
-249,-61,-30
-219,-39,-34
-196,-26,-21
-178,-30,7
-159,-36,24
-146,-41,31
-143,-45,42
-159,-38,63
-160,-70,60
-173,-60,74
-191,-34,53
-197,-45,35
-194,-49,28
-213,-69,29
-221,-66,48
-244,-69,94
-258,-82,133
-260,-99,150
-255,-105,148
-246,-93,141
-270,-69,130
-296,-50,121
-305,-33,106
-286,-25,106
-265,-31,115
-259,-53,106
-261,-75,87
-261,-92,74
-258,-99,70
-253,-101,74
-251,-98,64
-238,-92,60
-225,-81,64
-212,-63,75
-202,-44,68
-180,-43,41
-158,-54,21
-152,-63,20
-160,-71,24
-175,-78,29
-185,-83,30
-188,-84,31
-187,-85,28
-189,-81,26
-195,-80,21
-213,-82,10
-231,-88,3
-248,-95,0
-248,-95,2
-263,-106,-3
-285,-108,-9
-318,-113,-7
-327,-119,0
-268,-105,31
-224,-91,47
-238,-66,47
-282,-52,41
-317,-52,35
-325,-54,31
-300,-69,38
-256,-74,42
-224,-65,38
-193,-56,29
-168,-49,28
-151,-44,35
-141,-44,35
-138,-48,29
-147,-46,16
-159,-49,8
-169,-54,8
-179,-59,13
-189,-56,28
-191,-48,31
-190,-50,31
-191,-54,34
-203,-61,49
-219,-69,71
-233,-83,98
-245,-86,131
-259,-79,153
-312,-86,139
-338,-89,118
-335,-91,110
-303,-81,117
-277,-73,125
-275,-74,119
-279,-77,93
-275,-82,63
-260,-95,57
-248,-104,60
-233,-104,66
-214,-99,66
-195,-93,63
-177,-87,63
-165,-74,65
-161,-63,61
-189,-56,28
-191,-48,31
-190,-50,31
-191,-54,34
-203,-61,49
-219,-69,71
-233,-83,98
-245,-86,131
-259,-79,153
-312,-86,139
-338,-89,118
-335,-91,110
-303,-81,117
-277,-73,125
-275,-74,119
-279,-77,93
-275,-82,63
-260,-95,57
-248,-104,60
-233,-104,66
-214,-99,66
-195,-93,63
-177,-87,63
-165,-74,65
-161,-63,61
-161,-54,54
-166,-46,48
-169,-45,36
-166,-45,28
-168,-42,22
-174,-42,17
-182,-41,16
-192,-43,13
-205,-54,12
-225,-69,9
-248,-85,9
-273,-97,11
-288,-116,16
-298,-129,27
-310,-147,24
-310,-159,23
-289,-163,17
-254,-163,18
-225,-145,6
-210,-113,-16
-217,-83,-35
-243,-60,-35
-265,-39,-30
-278,-30,-18
-269,-29,1
-189,-56,28
-191,-48,31
-190,-50,31
-191,-54,34
-203,-61,49
-219,-69,71
-233,-83,98
-245,-86,131
-259,-79,153
-312,-86,139
-338,-89,118
-335,-91,110
-303,-81,117
-277,-73,125
-275,-74,119
-279,-77,93
-275,-82,63
-260,-95,57
-248,-104,60
-233,-104,66
-214,-99,66
-195,-93,63
-177,-87,63
-165,-74,65
-161,-63,61
-161,-54,54
-166,-46,48
-169,-45,36
-166,-45,28
-168,-42,22
-174,-42,17
-182,-41,16
-192,-43,13
-205,-54,12
-225,-69,9
-248,-85,9
-273,-97,11
-288,-116,16
-298,-129,27
-310,-147,24
-310,-159,23
-289,-163,17
-254,-163,18
-225,-145,6
-210,-113,-16
-217,-83,-35
-243,-60,-35
-265,-39,-30
-278,-30,-18
-269,-29,1
-253,-32,22
-225,-45,30
-200,-53,31
-177,-58,32
-162,-58,36
-155,-57,42
-160,-45,47
-167,-37,44
-172,-46,38
-178,-60,35
-184,-68,41
-191,-70,48
-195,-69,59
-198,-63,71
-201,-62,74
-210,-65,75
-230,-66,72
-251,-66,73
-264,-67,76
-270,-68,78
-301,-80,66
-323,-95,59
-326,-107,53
-306,-106,60
-277,-101,69
-189,-56,28
-191,-48,31
-190,-50,31
-191,-54,34
-203,-61,49
-219,-69,71
-233,-83,98
-245,-86,131
-259,-79,153
-312,-86,139
-338,-89,118
-335,-91,110
-303,-81,117
-277,-73,125
-275,-74,119
-279,-77,93
-275,-82,63
-260,-95,57
-248,-104,60
-233,-104,66
-214,-99,66
-195,-93,63
-177,-87,63
-165,-74,65
-161,-63,61
-161,-54,54
-166,-46,48
-169,-45,36
-166,-45,28
-168,-42,22
-174,-42,17
-182,-41,16
-192,-43,13
-205,-54,12
-225,-69,9
-248,-85,9
-273,-97,11
-288,-116,16
-298,-129,27
-310,-147,24
-310,-159,23
-289,-163,17
-254,-163,18
-225,-145,6
-210,-113,-16
-217,-83,-35
-243,-60,-35
-265,-39,-30
-278,-30,-18
-269,-29,1
-253,-32,22
-225,-45,30
-200,-53,31
-177,-58,32
-162,-58,36
-155,-57,42
-160,-45,47
-167,-37,44
-172,-46,38
-178,-60,35
-184,-68,41
-191,-70,48
-195,-69,59
-198,-63,71
-201,-62,74
-210,-65,75
-230,-66,72
-251,-66,73
-264,-67,76
-270,-68,78
-301,-80,66
-323,-95,59
-326,-107,53
-306,-106,60
-277,-101,69
-273,-111,69
-286,-121,53
-290,-125,41
-278,-125,39
-259,-120,45
-243,-108,51
-228,-97,52
-212,-89,47
-197,-81,47
-189,-70,53
-183,-62,54
-181,-54,54
-183,-49,50
-188,-50,41
-191,-51,28
-191,-56,22
-191,-58,10
-193,-61,4
-197,-64,1
-203,-66,-3
-215,-74,-10
-234,-86,-17
-255,-96,-19
-268,-102,-10
-265,-104,-2
-266,-119,-9
-273,-125,-21
-284,-127,-24
-281,-114,-15
-250,-100,6
-222,-92,26
-237,-77,38
-270,-60,40
-304,-53,42
-313,-58,46
-290,-72,57
-261,-92,60
-227,-94,57
-197,-88,49
-171,-71,42
-147,-57,36
-135,-48,28
-127,-38,25
-130,-40,16
-137,-43,13
-148,-46,16
-161,-46,31
-175,-42,53
-183,-44,61
-185,-49,61
-266,-119,-9
-273,-125,-21
-284,-127,-24
-281,-114,-15
-250,-100,6
-222,-92,26
-237,-77,38
-270,-60,40
-304,-53,42
-313,-58,46
-290,-72,57
-261,-92,60
-227,-94,57
-197,-88,49
-171,-71,42
-147,-57,36
-135,-48,28
-127,-38,25
-130,-40,16
-137,-43,13
-148,-46,16
-161,-46,31
-175,-42,53
-183,-44,61
-185,-49,61
-197,-61,68
-214,-75,84
-236,-86,87
-253,-89,82
-263,-91,79
-278,-89,88
-316,-98,80
-332,-95,74
-321,-90,74
-290,-80,83
-284,-82,88
-298,-90,82
-305,-102,73
-295,-103,66
-277,-97,71
-263,-95,77
-249,-91,82
-230,-80,83
-209,-72,77
-189,-72,68
-172,-72,58
-165,-67,52
-166,-59,41
-168,-52,31
-173,-49,25
-266,-119,-9
-273,-125,-21
-284,-127,-24
-281,-114,-15
-250,-100,6
-222,-92,26
-237,-77,38
-270,-60,40
-304,-53,42
-313,-58,46
-290,-72,57
-261,-92,60
-227,-94,57
-197,-88,49
-171,-71,42
-147,-57,36
-135,-48,28
-127,-38,25
-130,-40,16
-137,-43,13
-148,-46,16
-161,-46,31
-175,-42,53
-183,-44,61
-185,-49,61
-197,-61,68
-214,-75,84
-236,-86,87
-253,-89,82
-263,-91,79
-278,-89,88
-316,-98,80
-332,-95,74
-321,-90,74
-290,-80,83
-284,-82,88
-298,-90,82
-305,-102,73
-295,-103,66
-277,-97,71
-263,-95,77
-249,-91,82
-230,-80,83
-209,-72,77
-189,-72,68
-172,-72,58
-165,-67,52
-166,-59,41
-168,-52,31
-173,-49,25
-176,-52,17
-181,-60,10
-188,-68,4
-197,-77,1
-212,-89,1
-230,-100,3
-251,-113,8
-262,-121,12
-264,-128,16
-261,-130,12
-268,-129,1
-290,-127,-14
-282,-120,-9
-263,-107,0
-232,-82,12
-214,-69,19
-225,-62,18
-253,-56,20
-290,-52,23
-303,-49,31
-286,-49,41
-260,-61,39
-234,-65,32
-205,-64,30
-180,-56,26
-266,-119,-9
-273,-125,-21
-284,-127,-24
-281,-114,-15
-250,-100,6
-222,-92,26
-237,-77,38
-270,-60,40
-304,-53,42
-313,-58,46
-290,-72,57
-261,-92,60
-227,-94,57
-197,-88,49
-171,-71,42
-147,-57,36
-135,-48,28
-127,-38,25
-130,-40,16
-137,-43,13
-148,-46,16
-161,-46,31
-175,-42,53
-183,-44,61
-185,-49,61
-197,-61,68
-214,-75,84
-236,-86,87
-253,-89,82
-263,-91,79
-278,-89,88
-316,-98,80
-332,-95,74
-321,-90,74
-290,-80,83
-284,-82,88
-298,-90,82
-305,-102,73
-295,-103,66
-277,-97,71
-263,-95,77
-249,-91,82
-230,-80,83
-209,-72,77
-189,-72,68
-172,-72,58
-165,-67,52
-166,-59,41
-168,-52,31
-173,-49,25
-176,-52,17
-181,-60,10
-188,-68,4
-197,-77,1
-212,-89,1
-230,-100,3
-251,-113,8
-262,-121,12
-264,-128,16
-261,-130,12
-268,-129,1
-290,-127,-14
-282,-120,-9
-263,-107,0
-232,-82,12
-214,-69,19
-225,-62,18
-253,-56,20
-290,-52,23
-303,-49,31
-286,-49,41
-260,-61,39
-234,-65,32
-205,-64,30
-180,-56,26
-158,-51,29
-146,-46,30
-143,-46,27
-148,-46,20
-152,-49,18
-161,-56,22
-172,-56,29
-180,-61,34
-186,-67,40
-196,-65,46
-207,-57,53
-219,-55,57
-236,-62,51
