X,Y,Z
-27,19,63
-41,34,51
-36,44,34
-28,52,22
10,55,19
38,58,4
31,70,-41
-10,99,-83
-46,113,-82
-64,92,-37
-57,60,11
-30,26,46
-5,14,65
33,11,68
62,19,65
87,27,63
103,31,64
109,30,60
109,30,56
105,25,49
96,29,54
90,41,68
79,49,72
76,49,76
62,52,86
51,57,98
36,64,101
18,70,101
-11,70,100
-35,64,101
-33,54,106
-16,47,114
-25,47,115
-80,55,110
-130,59,116
-121,59,137
-72,52,153
-41,46,146
-42,39,124
-58,36,85
-64,32,45
-67,24,9
-65,5,1
-36,-4,18
-1,-8,44
31,-9,60
53,3,68
55,25,60
58,43,38
68,42,19
74,25,18
77,10,21
74,-6,20
66,-16,23
52,-21,31
34,-20,42
12,-9,48
-15,11,55
-41,35,53
-52,39,63
-64,29,77
-67,19,85
-36,14,76
-9,21,49
10,34,25
23,45,3
27,38,1
43,15,19
61,0,42
54,2,44
17,21,25
-32,51,0
-50,65,-18
-41,65,-7
-16,51,11
8,39,24
37,34,13
54,43,0
74,62,1
89,70,20
98,69,50
98,64,68
93,59,68
82,61,66
71,65,63
52,69,59
33,73,58
21,72,58
3,67,56
-11,59,54
-18,53,45
-24,57,38
-25,64,40
-22,73,51
-18,71,67
-64,68,64
-111,65,57
-119,56,62
-98,55,77
-69,50,91
-53,37,94
-53,23,80
-65,24,61
-68,29,51
-52,28,52
-38,19,67
19,17,61
52,18,67
76,28,73
90,41,76
100,46,75
98,45,75
88,38,71
69,28,65
43,18,53
13,7,39
-7,-2,32
-30,-10,28
-43,-16,45
-51,-22,64
-69,-25,81
-75,-24,80
-77,-22,60
-72,-14,44
-49,-4,31
-29,5,26
-40,23,13
-22,42,25
0,52,35
18,56,39
38,53,41
46,50,37
36,55,23
6,60,3
-14,62,-16
-17,54,-21
-3,46,-21
23,37,-22
53,33,-24
74,40,-26
92,52,-13
112,57,6
125,50,11
122,46,20
114,42,21
97,45,32
80,64,57
75,77,72
66,77,73
57,64,66
37,58,58
15,59,57
-15,66,60
-41,69,61
-61,72,64
-73,76,73
-68,76,92
-54,80,113
-78,89,117
-101,84,109
-74,69,118
-37,63,155
0,57,158
-5,49,111
-27,51,60
-38,58,35
-28,75,38
-25,84,48
-8,100,50
6,94,59
15,79,62
28,61,68
54,57,79
71,57,82
78,50,84
79,37,85
72,27,82
70,23,81
64,22,77
44,17,82
28,16,82
14,20,72
-5,26,62
-34,33,63
-60,37,65
-72,36,58
-79,31,47
-75,40,86
-45,43,109
-54,35,55
-52,36,14
-15,33,18
13,28,40
37,24,49
46,29,41
32,40,27
7,56,15
2,61,2
10,59,-8
23,54,-13
50,50,-14
70,41,-13
84,42,-8
88,51,0
91,57,0
92,60,1
96,60,8
92,60,10
86,63,18
76,68,26
67,68,39
57,66,59
47,70,77
37,77,79
23,81,70
1,88,65
-20,89,63
-47,94,69
-54,99,84
-45,99,91
-54,104,85
-83,108,82
-86,111,99
-75,111,111
-44,111,119
-22,114,127
-18,114,119
-21,105,99
-19,90,78
-16,76,57
-15,63,44
-10,48,34
-6,38,34
8,32,41
27,28,50
41,33,52
51,40,43
57,45,35
59,45,28
59,35,26
61,21,32
67,17,37
72,19,44
64,17,50
58,19,47
55,15,34
37,-3,31
-5,-5,50
-49,-1,73
-82,7,114
-91,10,129
-97,12,118
-91,10,89
-76,9,68
-88,19,57
-78,25,62
-56,19,42
-29,-13,9
34,-29,-19
32,-18,-37
25,10,-49
15,35,-46
2,47,-38
-3,45,-34
-3,39,-28
5,32,-20
21,27,-10
41,26,6
58,31,13
71,39,11
86,41,12
100,42,21
108,43,25
111,38,23
111,30,25
102,22,33
90,23,58
83,23,80
73,27,107
64,28,115
66,21,85
56,16,42
23,15,31
-18,26,90
-78,36,182
-67,50,199
-107,62,170
-118,77,140
-103,90,134
-75,93,134
-61,92,136
-73,86,144
-102,80,137
-114,69,100
-96,48,45
-51,17,3
-6,-5,5
24,-12,23
50,-6,42
68,7,56
83,13,62
97,8,65
102,12,71
107,12,71
101,8,69
94,7,66
89,6,62
96,3,59
78,-5,45
62,-20,31
24,-40,36
-46,-21,62
-65,-22,82
-77,-9,92
-79,6,104
-78,19,120
-67,24,124
-74,19,91
-59,11,48
-44,11,16
12,5,-12
42,3,-28
54,17,-25
42,30,-26
24,38,-33
-2,34,-30
-19,21,-21
-12,10,-7
-2,2,8
14,9,17
31,19,5
60,27,0
79,34,1
81,41,7
84,50,26
79,50,34
80,43,36
72,33,44
79,30,61
74,33,79
82,42,85
73,51,80
59,62,81
23,70,88
3,80,101
-23,90,119
-35,93,117
-24,90,111
-39,88,98
-77,68,93
-100,45,102
-92,41,119
-64,43,127
-63,47,119
-70,43,110
-74,37,104
-63,29,97
-45,27,92
-25,21,90
0,11,87
29,4,86
55,2,84
73,4,80
78,14,72
77,25,63
67,34,53
53,31,59
35,25,96
12,25,137
-4,23,144
-23,16,132
-33,12,110
-35,9,84
-32,9,71
-29,4,66
-10,10,58
-2,12,40
21,10,23
49,4,17
60,11,14
65,18,-3
67,29,-14
73,33,0
74,29,23
71,19,39
56,23,51
23,40,39
-23,64,26
-37,81,12
-35,86,16
-3,80,21
-1,64,24
12,46,30
30,37,41
51,30,66
124,34,74
93,46,85
92,54,82
92,61,80
94,58,76
92,51,77
77,43,90
70,43,108
53,42,121
35,44,132
13,47,138
-28,53,157
-58,63,184
-53,68,187
-24,73,172
-29,73,145
-67,69,124
-78,61,116
-59,51,110
-17,46,100
-25,44,89
-28,28,70
-66,19,66
-34,16,54
-32,14,56
-27,7,61
-17,2,68
0,1,71
17,-1,76
38,-4,77
53,-8,76
58,-6,70
57,-3,67
57,2,63
55,4,60
66,3,41
56,3,36
51,3,33
35,2,36
20,1,36
-1,1,34
-24,1,27
-45,-2,25
-52,-6,36
-40,-9,48
-42,-5,47
-23,0,48
-3,2,38
11,3,31
18,8,29
19,25,43
12,46,55
-12,61,42
-37,64,24
-41,56,11
-31,43,3
-13,32,0
11,23,1
37,19,5
62,20,7
86,21,9
108,22,10
125,26,15
116,34,29
112,39,46
86,45,61
107,47,64
86,44,64
66,28,69
48,16,75
38,15,93
27,22,119
12,28,131
-7,28,133
-33,32,128
-46,35,120
-97,32,103
-140,19,95
-128,4,100
-75,2,112
-23,1,119
-12,3,122
-25,15,120
-33,20,94
-38,26,80
-38,19,73
-47,1,64
-42,-16,64
-20,-28,66
-2,-33,66
17,-35,64
32,-33,57
40,-22,50
51,-15,41
52,-17,43
52,-21,50
52,-18,60
50,-17,57
51,-14,49
50,-17,40
45,-14,44
42,-11,49
26,-7,44
8,3,24
-16,15,20
-18,25,38
-23,28,57
-36,39,60
-32,40,67
-4,29,61
1,14,58
-3,2,47
-18,-5,42
-35,0,48
-45,12,39
-37,21,27
-14,22,20
10,19,9
35,16,3
56,17,7
75,21,21
92,24,38
95,26,52
109,30,53
106,37,55
102,50,62
84,60,68
77,72,65
59,72,51
51,68,50
53,60,70
51,55,86
34,61,103
11,66,110
-9,70,112
-20,69,121
-25,74,134
-61,85,144
-87,86,143
-84,74,141
-55,63,146
-12,60,148
5,58,138
-4,56,123
-24,56,107
-38,52,97
-32,43,98
-35,34,97
-20,22,98
4,10,89
26,5,85
39,6,87
48,4,83
56,4,74
64,5,64
67,6,53
68,7,48
58,10,56
51,21,81
52,27,100
40,24,105
24,13,89
24,10,77
-19,19,84
-40,29,100
-46,27,117
-47,18,117
-28,19,115
-39,33,93
-34,45,75
-18,44,80
5,40,106
25,35,123
23,36,109
13,45,67
-5,52,30
-10,54,9
2,51,8
22,41,23
43,33,33
61,30,35
73,41,44
90,52,55
115,54,55
126,55,30
138,55,10
140,60,1
136,63,7
124,66,33
116,66,46
102,62,46
79,58,52
54,66,76
46,75,89
29,83,84
5,90,74
-29,108,107
-63,131,165
-44,125,187
-73,94,177
-82,68,181
-70,51,186
-32,52,194
-6,61,191
-7,66,183
-23,72,178
-37,91,172
-33,108,153
-19,96,149
4,60,134
33,39,127
64,29,124
86,14,116
100,5,101
108,1,88
106,3,82
101,6,78
84,18,76
75,33,69
67,48,60
52,48,52
32,38,61
5,22,66
-9,8,71
-27,5,68
-57,6,62
-56,17,54
-53,24,52
-39,29,45
-59,41,31
-79,46,21
-80,34,20
-47,19,33
-20,9,48
-12,16,59
-24,33,45
-30,51,22
-33,58,-1
-21,55,-15
-7,52,-18
11,55,-34
28,57,-68
52,52,-100
68,33,-83
88,12,-48
101,16,-21
109,34,-12
113,36,-12
103,28,-8
90,22,8
81,26,20
73,35,27
63,42,42
50,53,63
39,60,73
26,65,84
7,74,92
-2,84,117
-12,92,140
-8,89,152
-21,82,150
-67,72,151
-96,66,165
-78,62,183
-54,64,175
-36,78,146
-36,93,94
-51,93,57
-57,66,43
-47,27,47
-24,-14,60
7,-49,74
55,-51,83
85,-24,82
101,2,69
105,23,62
97,30,51
84,28,52
70,22,70
57,14,87
43,11,93
33,12,91
26,12,89
23,13,83
12,13,77
4,11,70
-2,9,56
-12,5,51
-16,-7,53
-14,-10,60
-9,-10,58
-6,0,47
10,9,39
30,22,36
22,28,22
15,28,19
25,20,19
26,9,28
26,5,28
-14,16,21
-61,36,3
-94,46,-7
-95,36,-3
-82,26,19
-62,28,30
-43,32,27
8,41,2
36,45,-14
63,47,-14
91,48,-3
115,46,5
121,46,7
119,56,2
110,55,5
105,44,16
101,28,26
89,3,23
58,-17,34
9,-4,83
-1,29,132
-6,44,147
-8,33,121
-17,30,98
-20,25,89
-46,39,89
-83,46,103
-96,44,108
-83,31,110
-67,11,106
-62,1,102
-56,-2,84
-51,-25,61
-39,-47,45
-26,-57,37
-10,-54,43
13,-44,51
31,-41,47
37,-39,43
38,-30,39
43,-26,43
52,-28,48
42,-40,60
55,-43,68
57,-38,72
51,-35,78
42,-27,80
33,-17,78
8,-17,91
-14,-25,100
-33,-23,83
-40,-15,55
-41,-7,28
-33,0,5
-21,4,-13
19,3,-18
14,2,-20
6,2,-22
9,13,-19
19,25,-19
23,21,-3
23,6,10
12,-6,21
0,2,24
-17,36,18
-24,69,8
-24,88,27
-11,82,34
4,65,29
11,52,33
33,45,45
50,41,60
65,36,73
74,32,75
79,31,75
83,30,76
87,30,77
87,30,76
82,31,70
72,34,63
63,35,58
55,39,61
40,48,68
16,60,75
-10,65,85
-38,64,84
-54,56,90
-42,47,103
-38,42,102
-63,41,89
-70,40,80
-46,37,84
-16,35,92
-13,31,93
-32,23,83
-47,16,66
-57,6,47
-51,0,36
-42,-8,33
-29,-15,38
-13,-18,50
-2,-9,61
24,-4,58
48,7,51
60,19,43
76,32,32
88,37,25
93,33,30
83,25,51
62,13,71
41,6,90
23,2,103
5,7,105
-1,11,107
-5,14,119
-1,26,94
-11,34,66
-21,35,51
-22,29,33
-14,25,27
1,25,29
-9,29,20
-12,31,9
6,27,7
28,17,22
48,11,44
51,16,50
37,37,40
6,62,17
-24,73,0
-29,64,0
-24,44,6
-13,28,14
-2,20,24
0,22,32
39,31,36
57,39,41
73,43,50
85,45,61
85,43,64
88,44,63
85,43,64
81,41,64
72,40,64
56,37,59
35,36,62
11,44,73
-3,51,88
3,53,84
-5,55,72
-18,63,68
-23,64,73
-49,63,81
-82,61,87
-103,49,95
-84,45,100
-75,46,103
-79,47,104
-85,33,108
-66,17,113
-37,-1,112
-13,-16,102
1,-24,83
16,-24,70
34,-21,62
57,-14,53
70,-2,48
73,12,47
72,24,44
62,26,44
54,23,31
53,12,21
56,6,28
45,9,53
27,3,78
18,-8,89
10,-15,86
1,-12,67
-3,-4,46
-12,4,47
-23,20,101
-30,27,114
-32,24,81
-36,19,58
-31,13,65
-17,10,73
7,4,71
35,-1,66
40,4,57
34,30,48
19,61,31
0,80,19
-7,89,33
7,80,39
2,56,36
13,38,31
33,33,32
49,34,37
65,40,37
90,42,31
109,32,40
113,20,68
106,25,102
91,54,115
78,82,99
71,98,85
58,101,106
53,90,123
55,70,111
63,52,98
61,32,86
47,21,76
24,22,72
14,29,80
17,35,90
26,40,105
-26,49,101
-95,53,93
-116,65,119
-59,101,166
-50,109,184
-74,77,166
-96,32,141
-87,3,116
-59,-16,99
-20,-23,94
13,-15,90
32,-1,78
46,11,64
52,13,52
56,9,49
76,3,52
89,-5,60
75,-13,84
60,-15,101
46,-10,105
40,1,94
33,11,78
26,17,69
17,18,70
4,21,90
-5,24,107
-8,26,89
-13,26,66
-24,28,60
-15,34,70
1,36,89
18,35,79
7,45,54
-9,67,44
36,74,58
51,62,66
53,46,75
38,39,80
19,48,66
3,65,56
0,71,46
11,68,48
20,56,52
43,41,52
47,23,52
84,28,49
93,35,57
102,50,73
111,59,96
118,52,92
92,28,95
112,32,93
97,28,106
91,23,125
81,20,132
74,20,127
70,25,117
65,40,115
56,53,107
37,61,93
7,65,91
-18,70,110
-17,73,146
-24,79,153
-46,81,134
-54,67,119
-43,57,129
-28,54,154
-35,49,170
-51,39,162
-72,36,139
-79,33,115
-70,33,99
-53,32,93
-29,26,87
1,18,78
30,18,70
52,20,68
70,24,63
82,23,62
82,28,65
78,26,69
75,26,77
64,26,84
62,29,85
58,25,83
41,19,89
28,14,98
20,11,98
22,12,90
21,14,80
15,20,79
5,28,87
10,28,74
23,23,61
33,20,44
17,26,26
7,36,23
19,38,30
29,33,33
30,30,38
18,35,43
-3,53,36
-25,69,25
-41,72,26
-40,61,29
-27,42,36
-8,25,38
17,13,35
42,10,32
63,19,40
78,35,54
95,51,62
110,61,62
119,64,57
120,63,56
108,66,62
93,69,62
78,67,52
66,55,50
46,49,50
28,47,51
13,49,47
-4,44,46
-23,39,48
-36,38,53
-43,33,63
-72,35,75
-108,39,80
-110,41,89
-84,47,105
-59,49,117
-48,45,123
-47,36,124
-53,28,102
-58,23,75
-46,9,58
-32,-7,49
-18,-20,46
0,-23,47
22,-19,52
36,-8,58
49,4,60
55,17,67
56,24,69
51,23,65
48,21,59
45,21,53
42,19,44
40,15,36
33,5,22
31,0,12
26,6,10
9,6,7
-8,3,15
-25,0,30
-47,0,46
-45,2,66
-29,8,76
-31,15,62
-43,22,40
-45,30,26
-28,29,25
5,24,40
31,25,48
26,39,12
11,52,-58
-17,59,-88
-38,48,-51
-35,39,18
-14,37,67
12,45,74
42,63,66
66,85,74
83,98,81
101,100,73
121,89,46
118,75,37
106,54,39
96,43,49
96,41,57
96,43,59
93,44,69
83,54,88
73,63,105
63,69,106
53,79,98
30,79,90
-5,68,88
-23,64,97
-33,73,121
-87,85,128
-106,96,130
-96,104,121
-64,101,115
-24,95,118
-10,85,107
-21,84,88
-27,83,60
-27,72,41
-24,56,39
-18,36,47
-6,25,59
11,25,66
32,32,70
52,37,73
66,40,73
68,42,65
65,41,57
59,42,49
52,37,44
45,22,60
41,5,83
33,-4,86
20,-3,69
11,12,43
11,23,18
13,35,15
-6,43,51
-22,54,79
-29,65,117
-20,70,132
-11,67,143
-16,64,138
-16,77,144
-19,105,117
-5,132,89
34,133,68
57,111,35
59,92,11
39,76,10
21,62,14
14,55,27
29,49,39
53,40,50
73,40,49
85,48,44
97,59,41
111,66,41
119,64,41
122,61,42
119,60,36
103,62,25
86,68,22
72,65,44
71,75,26
60,86,-5
51,82,22
35,69,76
10,66,126
-9,72,146
-16,87,147
-13,99,134
-4,100,129
-4,103,130
-45,93,124
-68,78,121
-70,76,131
-43,84,149
-31,87,152
-35,73,135
-49,59,117
-46,48,113
-29,42,113
-4,34,109
25,21,103
48,12,95
68,23,99
90,33,102
100,30,92
100,30,74
92,32,65
75,30,63
66,28,63
59,23,68
56,20,76
44,17,75
26,17,74
6,19,70
-3,20,62
-7,20,58
-14,16,54
-22,13,46
-26,5,40
-19,-2,35
-7,-1,35
10,3,35
6,22,44
-5,43,60
-4,57,55
-9,60,42
25,54,39
52,43,52
41,44,61
0,59,66
-32,65,55
-40,61,34
-33,47,19
-20,34,15
-6,28,24
14,24,35
43,23,40
66,25,46
85,26,49
93,28,49
99,33,39
98,35,29
95,40,27
93,45,33
84,53,47
69,56,55
57,52,59
43,51,62
24,54,62
-5,59,64
-32,61,69
-44,58,71
-36,52,65
-25,60,65
-47,70,65
-62,64,63
-70,57,73
-52,63,98
-24,65,113
-11,62,121
-22,52,120
-37,41,111
-48,32,104
-47,24,97
-29,15,87
-15,10,79
1,11,68
20,14,63
38,15,68
53,21,72
52,19,69
46,23,66
45,31,73
36,31,84
14,14,88
17,0,84
19,-9,75
19,-7,75
12,5,88
10,27,119
22,57,85
36,69,26
38,51,8
36,39,2
34,39,-3
52,43,-7
48,46,-13
31,47,-11
14,47,6
6,48,24
17,37,52
27,19,67
14,13,62
-3,19,50
-24,38,47
-22,52,56
-8,55,63
10,51,66
20,43,68
42,46,69
54,46,72
69,45,75
79,40,77
76,29,71
68,22,68
64,20,65
59,27,62
59,33,56
55,39,51
47,43,56
45,48,64
46,53,69
38,59,71
27,62,69
11,69,67
-10,80,71
-10,84,79
9,77,96
-27,63,102
-45,55,116
-59,59,130
-57,70,148
-55,65,150
-63,55,148
-71,44,145
-75,28,132
-72,15,108
-51,13,84
-32,12,66
-11,14,54
8,12,53
26,13,53
38,19,50
44,25,42
46,32,40
42,37,37
33,38,33
36,34,34
40,26,31
47,24,30
